LIBELLE_CLIENT;CODE_PRODUIT;SUPPORT;CODEISIN;LIBELLE_VALEUR;SENS;QUANTITE;QUANTITE_MNT;LIBDEV;DATE_EXEC;COURS_EXEC;TX_CONV_RGLT;MNT_BRUT_EUR;MNT_NET_EUR;CC;FRAIS_TRANSAC_TTC_EUR;COM_CIC_RL_HT
FCP HUGAU MONETERME;OBE;OBL;XS1622630132;ALLERGAN FUND 0,5%17-010621 4Y;A;1500.0;1500000.0;EUR;2020-06-05;99.75;1.0;1496414.38;1496631.84;164.38;217.46;35.0
FCP HUGAU MONETERME;OBE;OBL;XS1622630132;ALLERGAN FUND 0,5%17-010621 4Y;A;2800.0;2800000.0;EUR;2020-06-04;99.834;1.0;2795620.49;2796032.83;268.49;412.34;35.0
FCP HUGAU MONETERME;OPF;FCP1;FR0000009987;UNION + (IC);A;60.0;;;2020-06-05;189803.5;1.0;11388210.0;11388225.0;;;15.0
FCP HUGAU MONETERME;OBE;OBL;DE000DB5DCW6;DBK 5%10-240620 SUBORDIDANTED;A;157.0;7850000.0;EUR;2020-06-05;100.164;1.0;8239287.93;8240511.82;376413.93;1223.89;60.0
FCP HUGAU MONETERME;OPF;FCP1;FR0013368065;CM-CIC MONEPLUS IC2 FCP 3DEC;V;3.0;;;2020-06-08;106900.95;1.0;320702.85;320687.85;;;15.0
FCP HUGAU MONETERME;OBE;OBL;DE000DB5DCW6;DBK 5%10-240620 SUBORDIDANTED;V;157.0;7850000.0;EUR;2020-06-05;100.164;1.0;8239287.93;8238064.04;376413.93;1223.89;60.0
FCP HUGAU MONETERME;OBE;OBL;XS2013531228;NATWEST MKTS TV19-180621;V;15000.0;15000000.0;EUR;2020-06-05;100.127;1.0;15029770.83;15027622.83;10720.83;2148.0;60.0
FCP HUGAU MONETERME;OBF;TCN;FR0126281700;CGP    NCP19062020;A;15000000.0;15000000.0;EUR;2020-06-09;0.99990001;1.0;14998500.15;14998525.15;;25.0;25.0
FCP HUGAU MONETERME;OPF;FCP1;FR0000009987;UNION + (IC);V;37.0;;;2020-06-10;189794.84;1.0;7022409.08;7022394.08;;;15.0
FCP HUGAU MONETERME;OBE;OBL;XS1622630132;ALLERGAN FUND 0,5%17-010621 4Y;A;5000.0;5000000.0;EUR;2020-06-11;99.8;1.0;4990958.9;4991695.53;958.9;736.63;60.0
FCP HUGAU MONETERME;OBE;OBL;XS1586146851;SOCIETE GENERALE TV17-010422;A;10.0;1000000.0;EUR;2020-06-15;100.068;1.0;1001743.03;1001886.28;1063.03;143.25;35.0
FCP HUGAU MONETERME;OBF;TCN;FR0126289513;FINANC NCP PRE-CPTE   18092020;A;10000000.0;10000000.0;EUR;2020-06-17;0.9992084;1.0;9992084.0;9992109.0;;25.0;25.0
FCP HUGAU MONETERME;OPF;FCP1;FR0013368065;CM-CIC MONEPLUS IC2 FCP 3DEC;V;75.0;;;2020-06-18;106895.03;1.0;8017127.25;8017112.25;;;15.0
FCP HUGAU MONETERME;OPF;FCP1;FR0000009987;UNION + (IC);A;32.0;;;2020-06-19;189781.22;1.0;6072999.04;6073014.04;;;15.0
FCP HUGAU MONETERME;OPF;FCP1;FR0013368065;CM-CIC MONEPLUS IC2 FCP 3DEC;A;85.0;;;2020-06-19;106895.15;1.0;9086087.75;9086102.75;;;15.0
FCP HUGAU MONETERME;OBF;OBL;FR0012872174;BOLLORE 2,875%15-290721;A;69.0;6900000.0;EUR;2020-06-25;101.345;1.0;7174919.75;7175983.98;182114.75;1064.23;60.0
FCP HUGAU MONETERME;OBE;OBL;XS0894202968;URW 2,375%13-250221 EMTN;A;700.0;700000.0;EUR;2020-06-25;101.32;1.0;714917.94;715018.17;5677.94;100.23;35.0
FCP HUGAU MONETERME;OBE;OBL;XS1757442071;LEASEPLAN TV18-250121;A;2000.0;2000000.0;EUR;2020-06-25;99.57;1.0;1992586.5;1992878.38;1186.5;291.88;35.0
FCP HUGAU MONETERME;OBE;OBL;FR0013521960;EIFFAGE 1,625%20-140127;A;17.0;1700000.0;EUR;2020-06-24;98.933;1.0;1681861.0;1684009.0;;2148.0;60.0
FCP HUGAU MONETERME;OBE;OBL;XS1586146851;SOCIETE GENERALE TV17-010422;A;30.0;3000000.0;EUR;2020-06-26;100.178;1.0;3009067.5;3009511.33;3727.5;443.83;37.61
FCP HUGAU MONETERME;OBF;OBL;FR0012872174;BOLLORE 2,875%15-290721;A;69.0;6900000.0;EUR;2020-06-25;101.345;1.0;7174919.75;7174979.75;182114.75;60.0;60.0
FCP HUGAU MONETERME;OBF;OBL;FR0012872174;BOLLORE 2,875%15-290721;A;5.0;500000.0;EUR;2020-06-25;101.42;1.0;520296.72;520367.76;13196.72;71.04;35.0
FCP HUGAU MONETERME;OBE;OBL;XS1511787407;MORGAN STANLEY 16/22FLRG;A;2000.0;2000000.0;EUR;2020-06-29;100.141;1.0;2004766.39;2005060.1;1946.39;293.71;35.0
FCP HUGAU MONETERME;OBF;TCN;FR0126230335;BELLON NCP PRE-CPTE   30092020;A;10000000.0;10000000.0;EUR;2020-06-29;0.99951468;1.0;9995146.8;9995171.8;;25.0;25.0
FCP HUGAU MONETERME;OBE;OBL;PTGALJOE0008;GALP ENERGIA 3%14-140121 EMTN;A;20.0;2000000.0;EUR;2020-06-29;101.358;1.0;2054864.92;2055166.14;27704.92;301.22;35.0
FCP HUGAU MONETERME;OBE;OBL;XS1040508167;IMPER.BRANDS FIN.14/21MTN;A;1000.0;1000000.0;EUR;2020-06-29;100.752;1.0;1015265.9;1015411.18;7745.9;145.28;35.0
FCP HUGAU MONETERME;OBE;OBL;CH0419042525;SULZER 0,25%18-060720;V;400.0;2000000.0;CHF;2020-06-30;99.9915;1.0657;1881180.86;1880582.9;4639.62;597.96;35.0
FCP HUGAU MONETERME;OBE;OBL;CH0419042525;SULZER 0,25%18-060720;V;220.0;1100000.0;CHF;2020-06-30;99.99227;1.0657;1034657.42;1034199.59;2551.79;457.83;35.0
FCP HUGAU MONETERME;OBE;OBL;XS1558013014;IMP BRND FIN 0,5%17-270721;A;800.0;800000.0;EUR;2020-07-01;99.789;1.0;802049.7;802084.7;3737.7;35.0;35.0
FCP HUGAU MONETERME;OBF;TCN;FR0126282641;CGP    NCP30092020;A;10000000.0;10000000.0;EUR;2020-06-30;0.99848563;1.0;9984856.3;9984881.3;;25.0;25.0
FCP HUGAU MONETERME;OBE;OBL;XS1558013014;IMP BRND FIN 0,5%17-270721;A;800.0;800000.0;EUR;2020-07-01;99.789;1.0;802049.7;802163.0;3737.7;113.3;35.0
FCP HUGAU MONETERME;OBE;OBL;PTGALJOE0008;GALP ENERGIA 3%14-140121 EMTN;V;20.0;2000000.0;EUR;2020-07-01;102.6216393;1.0;2052432.79;2052131.93;;300.86;35.0
FCP HUGAU MONETERME;OPF;FCP1;FR0013368065;CM-CIC MONEPLUS IC2 FCP 3DEC;V;27.0;;;2020-07-01;106890.71;1.0;2886049.17;2886034.17;;;15.0
FCP HUGAU MONETERME;OPF;FCP1;FR0000009987;UNION + (IC);V;13.0;;;2020-07-01;189765.28;1.0;2466948.64;2466933.64;;;15.0
FCP HUGAU MONETERME;OBE;OBL;PTGALJOE0008;GALP ENERGIA 3%14-140121 EMTN;V;20.0;2000000.0;EUR;2020-07-01;101.22;1.0;2052432.78;2052397.78;28032.78;35.0;35.0
FCP HUGAU MONETERME;OBE;OBL;XS1586146851;SOCIETE GENERALE TV17-010422;A;100.0;10000000.0;EUR;2020-07-02;100.25;1.0;10025606.94;10027098.78;606.94;1491.84;60.0
FCP HUGAU MONETERME;OBF;TCN;FR0126282930;CGP    NCP03082020;A;10000000.0;10000000.0;EUR;2020-07-02;0.9996125;1.0;9996125.0;9996150.0;;25.0;25.0
FCP HUGAU MONETERME;OBF;OBL;FR0012872174;BOLLORE 2,875%15-290721;A;3.0;300000.0;EUR;2020-07-03;101.3;1.0;312006.56;312046.36;8106.56;39.8;35.0
FCP HUGAU MONETERME;OBE;OBL;XS1048568452;FIAT CHRYSLER 4,75%14-220321;A;2000.0;2000000.0;EUR;2020-07-03;102.197;1.0;2071789.32;2072093.08;27849.32;303.76;35.0
FCP HUGAU MONETERME;OPF;FCP1;FR0000009987;UNION + (IC);V;25.0;;;2020-07-03;189765.87;1.0;4744146.75;4744131.75;;;15.0
FCP HUGAU MONETERME;OPF;FCP1;FR0000009987;UNION + (IC);A;47.0;;;2020-07-06;189762.83;1.0;8918853.01;8918868.01;;;15.0
FCP HUGAU MONETERME;OPF;FCP1;FR0013368065;CM-CIC MONEPLUS IC2 FCP 3DEC;A;40.0;;;2020-07-06;106888.88;1.0;4275555.2;4275570.2;;;15.0
FCP HUGAU MONETERME;OBF;TCN;FR0126110198;NEXITY NCP07092020;A;10000000.0;10000000.0;EUR;2020-07-03;0.99956963;1.0;9995696.3;9995721.3;;25.0;25.0
FCP HUGAU MONETERME;OBF;OBL;FR0011560986;ORANO 3,25%13-040920 EMTN;A;16.0;1600000.0;EUR;2020-07-03;100.42;1.0;1650337.49;1650578.04;43617.49;240.55;35.0
FCP HUGAU MONETERME;OBF;TCN;FR0126339920;BOLLOR NCP PRE-CPTE   07082020;A;15000000.0;15000000.0;EUR;2020-07-06;0.9999225;1.0;14998837.5;14998862.5;;25.0;25.0
FCP HUGAU MONETERME;OBE;OBL;XS1622630132;ALLERGAN FUND 0,5%17-010621 4Y;A;5000.0;5000000.0;EUR;2020-07-07;99.776;1.0;4991402.74;4992139.44;2602.74;736.7;60.0
FCP HUGAU MONETERME;OPF;FCP1;FR0000009987;UNION + (IC);A;2.0;;;2020-07-08;189760.32;1.0;379520.64;379535.64;;;15.0
FCP HUGAU MONETERME;OPF;FCP1;FR0013368065;CM-CIC MONEPLUS IC2 FCP 3DEC;A;6.0;;;2020-07-08;106888.78;1.0;641332.68;641347.68;;;15.0
FCP HUGAU MONETERME;OPF;FCP1;FR0013368065;CM-CIC MONEPLUS IC2 FCP 3DEC;V;14.0;;;2020-07-09;106887.81;1.0;1496429.34;1496414.34;;;15.0
FCP HUGAU MONETERME;OPF;FCP1;FR0000009987;UNION + (IC);V;8.0;;;2020-07-09;189758.27;1.0;1518066.16;1518051.16;;;15.0
FCP HUGAU MONETERME;OBE;OBL;XS1300465926;CAMPARI 2,75%15-300920;A;1677.0;1677000.0;EUR;2020-07-09;100.3;1.0;1718194.16;1718444.88;36163.16;250.72;35.0
FCP HUGAU MONETERME;OBF;TCN;FR0126283300;ITMENT NCP11012021;A;20000000.0;20000000.0;EUR;2020-07-09;0.99899892;1.0;19979978.4;19980003.4;;25.0;25.0
FCP HUGAU MONETERME;OBE;OBL;XS0563742138;ICBC (ASIA) 5,125%10-301120 1;A;6977.0;6977000.0;USD;2020-07-10;101.54;1.1294;6311447.64;6312382.36;38695.91;934.72;60.0
FCP HUGAU MONETERME;OBE;OBL;XS1038646078;GAZ CAPITAL 3,6%14-260221;A;4000.0;4000000.0;EUR;2020-07-15;102.0;1.0;4135868.85;4136478.88;55868.85;610.03;51.69
FCP HUGAU MONETERME;OBE;OBL;FR0013260486;RCI BANQUE TV17-140322;A;2000.0;2000000.0;EUR;2020-07-17;98.17;1.0;1964024.0;1964311.6;624.0;287.6;35.0
FCP HUGAU MONETERME;OBE;OBL;XS0544654162;NORDEA BANK 4%10-290321 EMTN;A;4300.0;4300000.0;EUR;2020-07-17;102.55;1.0;4463370.55;4464028.88;53720.55;658.33;55.79
FCP HUGAU MONETERME;OBE;OBL;XS1138358699;WALGREENS BOOTS 2,875%14-1120;A;5998.0;5998000.0;GBP;2020-07-17;100.48;0.9106;6744731.02;6745730.73;126248.26;999.71;60.0
FCP HUGAU MONETERME;OBF;TCN;FR0126375643;CGP    NCP27072020;A;10000000.0;10000000.0;EUR;2020-07-20;0.99993292;1.0;9999329.2;9999354.2;;25.0;25.0
FCP HUGAU MONETERME;OBE;OBL;USN84413CJ59;SYNGENTA FIN 3,933%18-240421;A;2000.0;2000000.0;USD;2020-07-21;100.85;1.1438;1780421.84;1783856.06;17001.66;3434.22;35.0
FCP HUGAU MONETERME;OBE;OBL;USN84413CJ59;SYNGENTA FIN 3,933%18-240421;A;3000.0;3000000.0;USD;2020-07-21;100.84;1.1438;2670370.48;2675524.79;25502.49;5154.31;35.0
FCP HUGAU MONETERME;OBE;OBL;IT0004982200;UNICREDIT TV14-310321 STEP-UP;A;2500.0;2500000.0;EUR;2020-07-22;103.08;1.0;524108.33;524179.94;8708.33;71.61;35.0
FCP HUGAU MONETERME;OBE;OBL;USN84413CJ59;SYNGENTA FIN 3,933%18-240421;A;2500.0;2500000.0;USD;2020-07-21;100.84;1.1438;2225308.73;2229311.03;21252.08;4002.3;35.0
FCP HUGAU MONETERME;OBE;OBL;IT0005070401;UNICREDIT TV15-200322 1;A;250.0;2500000.0;EUR;2020-07-22;100.63;1.0;1008057.61;1008201.81;1757.61;144.2;35.0
FCP HUGAU MONETERME;OBE;OBL;IT0005118838;INTESA SAN. 15-22 FLR;A;306.0;306000.0;EUR;2020-07-22;101.00709;1.0;309472.86;309605.0;391.16;132.14;35.0
FCP HUGAU MONETERME;OBF;OBL;FR0011912872;INGENICO 2,5%14-200521;A;2.0;200000.0;EUR;2020-07-23;101.63;1.0;204191.51;204226.51;931.51;35.0;35.0
FCP HUGAU MONETERME;OBE;OBL;IT0005067027;UNICREDIT TV14-160222 10;A;20.0;200000.0;EUR;2020-07-22;100.49;1.0;80692.41;80751.53;300.41;59.12;35.0
FCP HUGAU MONETERME;OBE;OBL;IT0005118838;INTESA SAN. 15-22 FLR;A;7916.0;7916000.0;EUR;2020-07-23;101.065;1.0;8011688.61;8011748.61;11383.21;60.0;60.0
FCP HUGAU MONETERME;OBF;TCN;FR0126338187;IPSEN  NCP23102020;A;10000000.0;10000000.0;EUR;2020-07-22;0.99968065;1.0;9996806.5;9996831.5;;25.0;25.0
FCP HUGAU MONETERME;OBF;OBL;FR0011993120;QUADIENT 2,50%14-230621;A;5.0;500000.0;EUR;2020-07-24;101.0;1.0;506198.63;506267.55;1198.63;68.92;35.0
FCP HUGAU MONETERME;OBE;OBL;USN84413CJ59;SYNGENTA FIN 3,933%18-240421;A;3000.0;3000000.0;USD;2020-07-21;100.84;1.0;2672941.06;2678100.34;25527.04;5159.28;35.0
FCP HUGAU MONETERME;OBE;OBL;USN84413CJ59;SYNGENTA FIN 3,933%18-240421;A;2000.0;2000000.0;USD;2020-07-21;100.85;1.0;1782915.86;1786354.89;17025.48;3439.03;35.0
FCP HUGAU MONETERME;OBE;OBL;USN84413CJ59;SYNGENTA FIN 3,933%18-240421;A;2500.0;2500000.0;USD;2020-07-21;100.84;1.0;2226671.45;2230676.18;21265.09;4004.73;35.0
FCP HUGAU MONETERME;OBE;OBL;IT0005118838;INTESA SAN. 15-22 FLR;A;983.0;983000.0;EUR;2020-07-23;101.27378;1.0;996934.81;997376.0;1413.55;441.19;35.0
FCP HUGAU MONETERME;OBE;OBL;XS0618847775;UNICREDIT 6,125%11-190421 EMTN;A;200.0;200000.0;EUR;2020-07-23;103.73;1.0;210782.6;210879.84;3322.6;97.24;35.0
FCP HUGAU MONETERME;OBE;OBL;IT0005118838;INTESA SAN. 15-22 FLR;A;222.0;222000.0;EUR;2020-07-24;101.21968;1.0;225038.76;225141.17;331.07;102.41;35.0
FCP HUGAU MONETERME;OBE;OBL;XS0618847775;UNICREDIT 6,125%11-190421 EMTN;A;700.0;700000.0;EUR;2020-07-24;103.74429;1.0;737956.61;738278.17;11746.58;321.56;35.0
FCP HUGAU MONETERME;OBE;OBL;XS0954674825;ENEL 7,75%13-100975;A;7704.0;7704000.0;GBP;2020-07-27;100.8;0.9111;9101685.45;9103833.45;578326.87;2148.0;60.0
FCP HUGAU MONETERME;OBE;OBL;US40429CGD83;HSBC FINANCE 10/21;A;395.0;395000.0;USD;2020-07-28;102.343;1.1738;345334.48;345379.27;936.07;44.79;35.0
FCP HUGAU MONETERME;OBE;OBL;USN84413CJ59;SYNGENTA FIN 3,933%18-240421;A;200.0;200000.0;USD;2020-07-28;100.93;1.1738;173758.39;173793.39;1787.02;35.0;35.0
FCP HUGAU MONETERME;OBF;OBL;FR0010941690;ORANO3.50%MAR21 EMTN;A;18.0;900000.0;EUR;2020-07-28;101.94;1.0;928679.18;928811.48;11219.18;132.3;35.0
FCP HUGAU MONETERME;OBE;OBL;US40429CGD83;HSBC FINANCE 10/21;A;1000.0;1000000.0;USD;2020-07-28;102.521;1.1738;875780.94;875905.3;2369.8;124.36;35.0
FCP HUGAU MONETERME;OBE;OBL;USN84413CJ59;SYNGENTA FIN 3,933%18-240421;A;500.0;500000.0;USD;2020-07-28;101.55;1.1738;437036.97;437095.51;4467.54;58.54;35.0
FCP HUGAU MONETERME;OBE;OBL;US87938WAP86;TELEFONICA EM. 2021;V;2950.0;2950000.0;USD;2020-07-28;102.66;1.1738;2642590.91;2642201.53;62534.68;389.38;35.0
FCP HUGAU MONETERME;OBE;OBL;XS0324964666;HBOS 5,374%07-300621 SUB.MTN;A;5.0;500000.0;EUR;2020-07-29;102.8;1.0;516239.17;517199.37;2239.17;960.2;35.0
FCP HUGAU MONETERME;OBE;OBL;US40429CGD83;HSBC FINANCE 10/21;A;1000.0;1000000.0;USD;2020-07-28;102.375;1.1738;874537.12;874572.12;2369.8;35.0;35.0
FCP HUGAU MONETERME;OBE;OBL;IT0005118838;INTESA SAN. 15-22 FLR;A;76.0;76000.0;EUR;2020-07-28;101.34184;1.0;77141.23;77199.33;121.43;58.1;35.0
FCP HUGAU MONETERME;OBE;OBL;DE000CB83CF0;COMMERZBANK 7,75%11-160321 774;A;13.0;1300000.0;EUR;2020-07-30;104.462;1.0;1396649.84;1396852.34;38643.84;202.5;35.0
FCP HUGAU MONETERME;OBF;TCN;FR0126338617;NEXITY NCP PRE-CPTE   01022021;A;10000000.0;10000000.0;EUR;2020-07-29;0.99881945;1.0;9988194.5;9988219.5;;25.0;25.0
FCP HUGAU MONETERME;OBE;OBL;DE000CB83CF0;COMMERZBANK 7,75%11-160321 774;A;38.0;3800000.0;EUR;2020-07-30;104.45;1.0;4082058.9;4082661.0;112958.9;602.1;51.02
FCP HUGAU MONETERME;OBE;OBL;DE000CB83CF0;COMMERZBANK 7,75%11-160321 774;A;13.0;1300000.0;EUR;2020-07-30;104.45;1.0;1396493.84;1396696.31;38643.84;202.47;35.0
FCP HUGAU MONETERME;OBE;OBL;XS1048568452;FIAT CHRYSLER 4,75%14-220321;A;1300.0;1300000.0;EUR;2020-07-30;102.6;1.0;1356469.86;1356666.32;22669.86;196.46;35.0
FCP HUGAU MONETERME;OBE;OBL;DE000CB83CF0;COMMERZBANK 7,75%11-160321 774;A;13.0;1300000.0;EUR;2020-07-30;104.45;1.0;1396493.84;1396528.84;38643.84;35.0;35.0
FCP HUGAU MONETERME;OBF;OBL;FR0011731876;ACCOR 2,625%14-050221;A;14.0;1400000.0;EUR;2020-07-30;101.0;1.0;1432073.78;1432281.58;18073.78;207.8;35.0
FCP HUGAU MONETERME;OBE;OBL;IT0005118838;INTESA SAN. 15-22 FLR;A;635.0;635000.0;EUR;2020-07-30;101.37962;1.0;644910.51;645193.36;1149.92;282.85;35.0
FCP HUGAU MONETERME;OBE;OBL;FR0011703776;BUREAU VERITAS 3,125%14-210121;A;5.0;500000.0;EUR;2020-07-31;101.26;1.0;514667.49;514737.69;8367.49;70.2;35.0
FCP HUGAU MONETERME;OBE;OBL;XS0429325748;BARCLAYS BK 10%09-210521 EMTN;A;4733.0;4733000.0;GBP;2020-08-03;107.05;0.9012;5731498.71;5732346.43;109354.35;847.72;60.0
FCP HUGAU MONETERME;OBE;OBL;USU07265AB47;BAYER US FIN II TV18-250621;V;1000.0;1000000.0;USD;2020-08-03;100.259;1.1726;855914.73;855879.73;900.23;35.0;35.0
FCP HUGAU MONETERME;OBE;OBL;USN84413CJ59;SYNGENTA FIN 3,933%18-240421;A;500.0;500000.0;USD;2020-08-03;101.571;1.1726;437806.69;437865.35;4705.03;58.66;35.0
FCP HUGAU MONETERME;OBE;OBL;XS1202846819;GLENCORE FINANCE 1,25%15-0321;V;1300.0;1300000.0;EUR;2020-08-03;100.355;1.0;1310892.4;1310857.4;6277.4;35.0;35.0
FCP HUGAU MONETERME;OBE;OBL;XS1202846819;GLENCORE FINANCE 1,25%15-0321;A;1300.0;1300000.0;EUR;2020-08-03;100.355;1.0;1310892.4;1310927.4;6277.4;35.0;35.0
FCP HUGAU MONETERME;OBF;TCN;FR0126338765;CGP    NCP PRE-CPTE   24082020;A;10000000.0;10000000.0;EUR;2020-08-03;0.99977255;1.0;9997725.5;9997750.5;;25.0;25.0
FCP HUGAU MONETERME;OBE;OBL;XS1558013014;IMP BRND FIN 0,5%17-270721;A;2000.0;2000000.0;EUR;2020-08-03;100.28;1.0;2005846.58;2006140.46;246.58;293.88;35.0
FCP HUGAU MONETERME;OBE;OBL;USU07265AB47;BAYER US FIN II TV18-250621;V;560.0;560000.0;USD;2020-08-04;100.256;1.1771;477477.84;477413.22;514.45;64.62;35.0
FCP HUGAU MONETERME;OBE;OBL;USN84413CJ59;SYNGENTA FIN 3,933%18-240421;A;200.0;200000.0;USD;2020-08-03;101.397;1.1726;174825.9;174860.9;1882.01;35.0;35.0
FCP HUGAU MONETERME;OBE;OBL;IT0005118838;INTESA SAN. 15-22 FLR;A;377.0;377000.0;EUR;2020-08-03;101.2648;1.0;382491.16;382656.07;722.86;164.91;35.0
FCP HUGAU MONETERME;OBF;TCN;FR0126382763;VICAT  NCP07092020;A;10000000.0;10000000.0;EUR;2020-08-03;0.99987626;1.0;9998762.6;9998787.6;;25.0;25.0
FCP HUGAU MONETERME;OBE;OBL;IT0005118838;INTESA SAN. 15-22 FLR;A;130.0;130000.0;EUR;2020-08-04;101.35;1.0;132011.19;132085.71;256.19;74.52;35.0
FCP HUGAU MONETERME;OBE;OBL;USN84413CJ59;SYNGENTA FIN 3,933%18-240421;A;200.0;200000.0;USD;2020-08-03;101.397;1.1726;174825.9;174860.9;1882.01;35.0;35.0
FCP HUGAU MONETERME;OBE;OBL;USN84413CJ59;SYNGENTA FIN 3,933%18-240421;A;200.0;200000.0;USD;2020-08-03;101.504;1.1726;175008.4;175043.4;1882.01;35.0;35.0
FCP HUGAU MONETERME;OBE;OBL;IT0005070401;UNICREDIT TV15-200322 1;A;44.0;440000.0;EUR;2020-08-03;100.84341;1.0;177893.82;177982.06;409.42;88.24;35.0
FCP HUGAU MONETERME;OBE;OBL;IT0004982200;UNICREDIT TV14-310321 STEP-UP;A;525.0;525000.0;EUR;2020-08-04;103.11371;1.0;110290.65;110358.13;2021.25;67.48;35.0
FCP HUGAU MONETERME;OPF;FCP1;FR0013368065;CM-CIC MONEPLUS IC2 FCP 3DEC;A;20.0;;;2020-08-07;106880.65;1.0;2137613.0;2137628.0;;;15.0
FCP HUGAU MONETERME;OBF;TCN;FR0126415787;BOLLOR NCP09112020;A;15000000.0;15000000.0;EUR;2020-08-05;0.99969981;1.0;14995497.15;14995522.15;;25.0;25.0
FCP HUGAU MONETERME;OPF;FCP1;FR0000009987;UNION + (IC);A;12.0;;;2020-08-07;189737.65;1.0;2276851.8;2276866.8;;;15.0
FCP HUGAU MONETERME;OBE;OBL;XS1300465926;CAMPARI 2,75%15-300920;A;500.0;500000.0;EUR;2020-08-10;100.36;1.0;513709.15;513779.2;11909.15;70.05;35.0
FCP HUGAU MONETERME;OBE;OBL;XS1300465926;DAVIDE CAMPARI 2,75%15-300920;A;500.0;500000.0;EUR;2020-08-10;100.36;1.0;513709.15;513779.2;11909.15;70.05;35.0
FCP HUGAU MONETERME;OBE;OBL;XS1040508167;IMPER.BRANDS FIN.14/21MTN;A;3000.0;3000000.0;EUR;2020-08-12;100.679;1.0;3051722.46;3052172.57;31352.46;450.11;38.14
FCP HUGAU MONETERME;OBE;OBL;XS1492457236;MYLAN 1,25%16-231120;A;4000.0;4000000.0;EUR;2020-08-12;100.215;1.0;4044802.19;4045398.8;36202.19;596.61;50.56
FCP HUGAU MONETERME;OBE;OBL;DE000CB83CF0;COMMERZBANK 7,75%11-160321 774;A;20.0;2000000.0;EUR;2020-08-17;104.35;1.0;2153246.58;2153562.56;66246.58;315.98;35.0
FCP HUGAU MONETERME;OBE;OBL;XS1558013014;IMP BRND FIN 0,5%17-270721;A;2000.0;2000000.0;EUR;2020-08-17;100.32;1.0;2007030.14;2007324.18;630.14;294.04;35.0
FCP HUGAU MONETERME;OBE;OBL;USU07265AB47;BAYER US FIN II TV18-250621;V;600.0;600000.0;USD;2020-08-17;100.268;1.1849;508445.98;508376.72;717.06;69.26;35.0
FCP HUGAU MONETERME;OBE;OBL;XS0432830734;BARCLAYS 10,179%09-120621 REGS;A;1000.0;1000000.0;USD;2020-08-17;107.278;1.1849;921365.61;921496.81;15989.63;131.2;35.0
FCP HUGAU MONETERME;OBE;OBL;XS0618847775;UNICREDIT 6,125%11-190421 EMTN;A;1000.0;1000000.0;EUR;2020-08-17;103.6;1.0;1056472.6;1056624.06;20472.6;151.46;35.0
FCP HUGAU MONETERME;OBE;OBL;IT0005118838;INTESA SAN. 15-22 FLR;A;156.0;156000.0;EUR;2020-08-17;101.47853;1.0;158721.94;158804.43;415.43;82.49;35.0
FCP HUGAU MONETERME;OBE;OBL;XS1048568452;FIAT CHRYSLER 4,75%14-220321;A;2000.0;2000000.0;EUR;2020-08-18;102.57;1.0;2090441.1;2090747.66;39041.1;306.56;35.0
FCP HUGAU MONETERME;OBF;TCN;FR0126412982;CGP    NCP PRE-CPTE   31082020;A;10000000.0;10000000.0;EUR;2020-08-18;0.99985557;1.0;9998555.7;9998580.7;;25.0;25.0
FCP HUGAU MONETERME;OBE;OBL;CH0319416001;GLENCORE FINANCE 2,25%16-0521;A;6.0;30000.0;CHF;2020-08-18;101.45;1.0771;28430.51;28474.79;174.08;44.28;35.0
FCP HUGAU MONETERME;OBE;OBL;XS1048568452;FIAT CHRYSLER 4,75%14-220321;V;2000.0;2000000.0;EUR;2020-08-17;102.57;1.0;2090441.1;2090134.54;39041.1;306.56;35.0
FCP HUGAU MONETERME;OBF;OBL;FR0011921881;VILMORIN 2,375%14-260521;A;69.0;6900000.0;EUR;2020-08-19;100.115;1.0;6946995.62;6947055.62;39060.62;60.0;60.0
FCP HUGAU MONETERME;OBE;OBL;XS1048568452;FIAT CHRYSLER 4,75%14-220321;A;2000.0;2000000.0;EUR;2020-08-17;102.57;1.0;2090441.1;2090747.66;39041.1;306.56;35.0
FCP HUGAU MONETERME;OPF;FCP1;FR0000009987;UNION + (IC);V;4.5;;;2020-08-20;189739.34;1.0;853827.03;853812.03;;;15.0
FCP HUGAU MONETERME;OBE;OBL;CH0319416001;GLENCORE FINANCE 2,25%16-0521;A;20.0;100000.0;CHF;2020-08-20;101.48;1.0791;94643.68;94706.89;602.35;63.21;35.0
FCP HUGAU MONETERME;OBE;OBL;XS1985100509;QNB FINANCE TV19-020522;A;1200.0;1200000.0;USD;2020-08-20;100.27;1.184;1016989.61;1017135.15;739.61;145.54;35.0
FCP HUGAU MONETERME;OBE;OBL;XS1442084122;QNB FINANCE TV16-180721 97;A;5000.0;5000000.0;USD;2020-08-21;100.82;1.1802;4279112.65;4279743.81;7802.7;631.16;53.48
FCP HUGAU MONETERME;OBE;OBL;IT0005118838;INTESA SAN. 15-22 FLR;A;417.0;417000.0;EUR;2020-08-20;101.64043;1.0;425062.11;425246.01;1221.52;183.9;35.0
FCP HUGAU MONETERME;OBE;OBL;CH0253514753;BAT INTL FIN 0,625%14-080921;A;40.0;200000.0;CHF;2020-08-24;100.685;1.0763;188217.35;188252.35;1122.67;35.0;35.0
