CODEISIN;CATV;31/12/2019;02/01/2020;03/01/2020;06/01/2020;07/01/2020;08/01/2020;09/01/2020;10/01/2020;13/01/2020;14/01/2020;15/01/2020;16/01/2020;17/01/2020;20/01/2020;21/01/2020;22/01/2020;23/01/2020;24/01/2020;27/01/2020;28/01/2020;29/01/2020;30/01/2020;31/01/2020;03/02/2020;04/02/2020;05/02/2020;06/02/2020;07/02/2020;10/02/2020;11/02/2020;12/02/2020;13/02/2020;14/02/2020;17/02/2020;18/02/2020;19/02/2020;20/02/2020;21/02/2020;24/02/2020;25/02/2020;26/02/2020;27/02/2020;28/02/2020;02/03/2020;03/03/2020;04/03/2020;05/03/2020;06/03/2020;09/03/2020;10/03/2020;11/03/2020;12/03/2020;13/03/2020;16/03/2020;17/03/2020;18/03/2020;19/03/2020;20/03/2020;23/03/2020;24/03/2020;25/03/2020;26/03/2020;27/03/2020;30/03/2020;31/03/2020;01/04/2020;02/04/2020;03/04/2020;06/04/2020;07/04/2020;08/04/2020;09/04/2020;14/04/2020;15/04/2020;16/04/2020;17/04/2020;20/04/2020;21/04/2020;22/04/2020;23/04/2020;24/04/2020;27/04/2020;28/04/2020;29/04/2020;30/04/2020;04/05/2020;05/05/2020;06/05/2020;07/05/2020;11/05/2020;12/05/2020;13/05/2020;14/05/2020;15/05/2020;18/05/2020;19/05/2020;20/05/2020;22/05/2020;25/05/2020;26/05/2020;27/05/2020;28/05/2020;29/05/2020;02/06/2020;03/06/2020;04/06/2020;05/06/2020;08/06/2020;09/06/2020;10/06/2020;11/06/2020;12/06/2020;15/06/2020;16/06/2020;17/06/2020;18/06/2020;19/06/2020;22/06/2020;23/06/2020;24/06/2020;25/06/2020;26/06/2020;29/06/2020;30/06/2020;01/07/2020;02/07/2020;03/07/2020;06/07/2020;07/07/2020;08/07/2020;09/07/2020;10/07/2020;13/07/2020;15/07/2020;16/07/2020;17/07/2020;20/07/2020;21/07/2020;22/07/2020;23/07/2020;24/07/2020;27/07/2020;28/07/2020;SOM;;-1,04454E-05;-1,04454E-05
US05946KAD37;VMOB;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;-0,000000012;5,051E-07;9,573E-07;0,000000116;0,000000234;0,000000242;2,479E-07;7,457E-07;2,406E-07;2,449E-07;2,481E-07;9,715E-07;2,138E-07;2,649E-07;2,691E-07;0,000001035;2,365E-07;2,668E-07;2,319E-07;2,704E-07;7,709E-07;2,492E-07;1,874E-07;4,962E-07;7,366E-07;0,000000294;2,584E-07;1,847E-07;2,393E-07;0,000000702;1,989E-07;2,156E-07;1,901E-07;6,289E-07;2,911E-07;2,394E-07;1,952E-07;2,066E-07;8,099E-07;2,969E-07;0,000000161;3,154E-07;2,775E-07;8,095E-07;2,936E-07;1,344E-07;1,833E-07;3,331E-07;8,059E-07;2,557E-07;2,117E-07;2,648E-07;2,248E-07;7,654E-07;2,547E-07;1,281E-07;2,946E-07;1,425E-07;7,773E-07;4,539E-07;5,83E-08;2,128E-07;7,522E-07;1,501E-07;1,823E-07;0,000000078;1,372E-07;6,018E-07;1,078E-07;3,79E-08;2,43264E-05;;;
US06738EAR62;CPON;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;
US06738EAR62;VMOB;0;0,000000114;3,786E-07;1,321E-07;9,23E-08;1,469E-07;1,487E-07;3,618E-07;1,157E-07;1,053E-07;1,249E-07;9,54E-08;3,391E-07;1,436E-07;1,057E-07;0,000000119;1,034E-07;3,607E-07;1,354E-07;1,128E-07;1,089E-07;1,208E-07;3,166E-07;6,29E-08;1,349E-07;1,358E-07;1,637E-07;3,824E-07;1,626E-07;1,174E-07;1,173E-07;1,188E-07;3,557E-07;1,192E-07;1,177E-07;1,225E-07;1,174E-07;3,287E-07;1,005E-07;1,071E-07;1,036E-07;1,081E-07;3,005E-07;1,019E-07;8,32E-08;9,77E-08;1,133E-07;2,909E-07;9,29E-08;6,29E-08;1,456E-07;0,000000107;3,705E-07;1,349E-07;8,35E-08;1,856E-07;0,000000151;4,524E-07;1,331E-07;9,08E-08;9,57E-08;7,87E-08;0,000000299;6,82E-08;1,783E-07;1,345E-07;1,642E-07;4,474E-07;1,824E-07;1,166E-07;6,08E-08;6,633E-07;8,96E-08;7,38E-08;1,816E-07;4,362E-07;1,025E-07;1,352E-07;1,312E-07;1,572E-07;4,273E-07;8,94E-08;0,00000012;1,366E-07;4,653E-07;2,89E-08;1,907E-07;2,111E-07;6,002E-07;9,92E-08;9,21E-08;9,13E-08;9,25E-08;2,765E-07;9,16E-08;8,53E-08;1,814E-07;2,706E-07;0,000000097;9,11E-08;7,98E-08;8,76E-08;3,489E-07;7,93E-08;8,32E-08;7,69E-08;2,437E-07;0,000000098;8,72E-08;7,76E-08;7,98E-08;2,816E-07;1,004E-07;0,000000069;1,049E-07;9,43E-08;0,000000278;9,84E-08;6,05E-08;7,18E-08;0,000000108;2,777E-07;8,95E-08;7,84E-08;9,17E-08;8,16E-08;5,425E-07;-1,836E-07;5,73E-08;9,68E-08;5,76E-08;2,822E-07;1,599E-07;3,47E-08;7,54E-08;2,565E-07;5,98E-08;7,03E-08;3,77E-08;5,39E-08;2,085E-07;4,54E-08;2,56E-08;2,23985E-05;;;
US31562QAC15;CPON;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;
US31562QAC15;VMOB;0;1,4451E-06;5,0871E-06;1,8055E-06;1,0333E-06;2,0866E-06;2,1154E-06;4,7399E-06;1,4886E-06;0,000001298;1,6609E-06;1,2594E-06;4,8245E-06;2,1997E-06;1,4512E-06;1,7059E-06;1,4192E-06;5,2203E-06;2,0231E-06;1,5715E-06;1,5103E-06;1,7317E-06;2,8146E-06;6,705E-07;2,0004E-06;1,8215E-06;3,5061E-06;7,7151E-06;3,3835E-06;3,3022E-06;2,3205E-06;3,6113E-06;8,3652E-06;2,8559E-06;2,2852E-06;3,7413E-06;2,1648E-06;0,000007913;0,00000069;0,000002168;1,5444E-06;2,4071E-06;5,8395E-06;0,000001603;-8,654E-07;1,2271E-06;3,2842E-06;3,9075E-06;9,658E-07;-2,1897E-06;6,7624E-06;2,5811E-06;9,9663E-06;5,4717E-06;-4,217E-07;8,9974E-06;5,7021E-06;0,000016786;3,9221E-06;2,661E-07;0,000000142;-1,0834E-06;2,0989E-06;-0,000001472;3,8739E-06;3,4009E-06;5,5319E-06;1,30306E-05;6,6524E-06;1,9527E-06;-1,5591E-06;1,51632E-05;4,409E-07;-4,424E-07;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,000234494;;;
US345397YR84;CPON;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;
US345397YR84;VMOB;0;7,13E-08;2,405E-07;8,44E-08;5,57E-08;0,000000095;9,62E-08;0,000000228;7,25E-08;6,52E-08;7,91E-08;5,93E-08;2,159E-07;9,36E-08;6,67E-08;7,61E-08;6,51E-08;2,308E-07;9,48E-08;7,16E-08;6,89E-08;7,72E-08;1,998E-07;3,69E-08;6,61E-08;7,18E-08;7,26E-08;2,167E-07;7,39E-08;7,41E-08;7,23E-08;7,54E-08;2,214E-07;7,43E-08;7,24E-08;7,78E-08;0,000000072;2,225E-07;5,99E-08;6,63E-08;6,32E-08;6,73E-08;0,000000182;6,24E-08;4,71E-08;5,93E-08;0,000000072;1,769E-07;0,000000056;0,000000033;9,69E-08;0,000000067;2,328E-07;9,49E-08;4,78E-08;0,000000123;9,73E-08;3,125E-07;9,01E-08;5,73E-08;5,55E-08;4,36E-08;1,762E-07;3,69E-08;1,142E-07;8,34E-08;0,000000104;2,801E-07;1,163E-07;7,07E-08;3,23E-08;3,801E-07;4,87E-08;3,88E-08;1,151E-07;2,714E-07;6,14E-08;8,35E-08;8,08E-08;9,83E-08;0,000000265;5,27E-08;7,33E-08;9,04E-08;3,036E-07;9,05E-08;3,77E-08;3,82E-08;1,526E-07;3,72E-08;3,86E-08;3,67E-08;3,89E-08;1,145E-07;3,76E-08;3,28E-08;7,47E-08;1,112E-07;4,14E-08;3,76E-08;3,09E-08;3,57E-08;1,424E-07;3,14E-08;3,36E-08;3,03E-08;9,83E-08;4,15E-08;3,59E-08;0,000000031;3,23E-08;0,000000118;4,25E-08;2,69E-08;4,47E-08;3,94E-08;1,157E-07;4,13E-08;2,31E-08;2,86E-08;4,59E-08;1,155E-07;0,000000037;3,18E-08;3,81E-08;3,33E-08;1,156E-07;4,02E-08;2,21E-08;4,39E-08;2,44E-08;1,156E-07;7,28E-08;1,32E-08;3,33E-08;1,148E-07;2,39E-08;2,88E-08;1,43E-08;2,17E-08;8,66E-08;1,79E-08;8,9E-09;1,21925E-05;;;
US345397YY36;CPON;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;
US345397YY36;VMOB;0;1,175E-07;1,634E-07;0,000000405;0,000000121;0,000000122;0,000000123;3,662E-07;1,215E-07;0,00000012;1,224E-07;1,193E-07;3,666E-07;1,292E-07;1,211E-07;1,243E-07;1,204E-07;3,752E-07;1,301E-07;1,235E-07;1,222E-07;1,262E-07;0,000000363;1,049E-07;1,315E-07;1,279E-07;1,383E-07;3,765E-07;0,000000138;1,373E-07;1,221E-07;1,508E-07;4,111E-07;1,386E-07;1,285E-07;1,552E-07;1,259E-07;0,000000387;9,16E-08;1,204E-07;1,079E-07;1,252E-07;2,829E-07;1,022E-07;5,31E-08;9,35E-08;1,365E-07;2,973E-07;9,03E-08;1,44E-08;2,258E-07;1,272E-07;4,474E-07;2,005E-07;5,85E-08;0,000000297;2,148E-07;6,319E-07;1,778E-07;8,25E-08;7,83E-08;4,53E-08;2,708E-07;3,09E-08;2,459E-07;0,00000016;2,163E-07;5,583E-07;2,583E-07;1,124E-07;1,048E-07;5,034E-07;9,68E-08;9,43E-08;1,119E-07;3,426E-07;1,074E-07;0,000000113;1,123E-07;1,177E-07;0,000000346;1,032E-07;1,101E-07;1,141E-07;4,348E-07;8,28E-08;1,297E-07;1,388E-07;4,856E-07;1,039E-07;1,274E-07;0,000000101;1,298E-07;0,000000359;1,142E-07;7,18E-08;2,281E-07;3,536E-07;1,509E-07;1,213E-07;7,35E-08;1,045E-07;4,397E-07;8,41E-08;9,93E-08;7,93E-08;2,756E-07;1,418E-07;1,102E-07;8,37E-08;9,08E-08;3,859E-07;1,443E-07;6,42E-08;1,549E-07;1,338E-07;3,874E-07;1,428E-07;4,99E-08;7,88E-08;1,658E-07;3,847E-07;1,207E-07;9,56E-08;1,259E-07;1,032E-07;4,859E-07;0;5,75E-08;5,78E-08;5,67E-08;1,302E-07;1,578E-07;5,29E-08;5,64E-08;1,726E-07;5,15E-08;5,27E-08;4,57E-08;4,78E-08;1,501E-07;4,54E-08;4,12E-08;2,40248E-05;;;
US37045VAM28;CPON;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;
US37045VAM28;VMOB;0;3,872E-07;1,3205E-06;4,622E-07;3,067E-07;5,096E-07;5,246E-07;1,2556E-06;4,001E-07;3,556E-07;4,277E-07;0,000000351;1,2449E-06;0,000000535;3,858E-07;0,000000438;3,833E-07;1,3507E-06;5,101E-07;4,134E-07;3,982E-07;4,446E-07;1,1558E-06;2,197E-07;5,077E-07;4,665E-07;5,765E-07;0,000001262;3,962E-07;3,983E-07;4,003E-07;4,106E-07;1,2189E-06;4,087E-07;4,014E-07;4,234E-07;3,998E-07;1,2073E-06;3,559E-07;3,855E-07;3,644E-07;3,901E-07;1,0355E-06;3,529E-07;2,789E-07;3,312E-07;3,986E-07;1,0043E-06;3,249E-07;2,045E-07;5,316E-07;3,805E-07;1,2746E-06;5,203E-07;2,807E-07;6,853E-07;5,507E-07;0,000001697;5,023E-07;3,374E-07;3,229E-07;2,644E-07;1,0158E-06;2,271E-07;6,463E-07;4,806E-07;6,007E-07;1,6287E-06;6,786E-07;0,000000401;1,982E-07;2,2981E-06;3,037E-07;2,466E-07;0,000000646;0,000001539;3,559E-07;4,757E-07;4,676E-07;5,639E-07;1,5274E-06;3,128E-07;4,322E-07;5,015E-07;1,6973E-06;9,17E-08;7,066E-07;7,266E-07;1,3417E-06;2,329E-07;2,412E-07;2,335E-07;2,428E-07;7,194E-07;2,404E-07;2,129E-07;4,701E-07;7,104E-07;2,602E-07;2,428E-07;2,055E-07;0,000000232;9,123E-07;2,039E-07;2,164E-07;1,971E-07;6,161E-07;2,582E-07;2,262E-07;2,006E-07;2,019E-07;7,374E-07;0,000000268;1,736E-07;2,809E-07;2,533E-07;7,452E-07;2,652E-07;1,542E-07;1,852E-07;0,000000293;7,438E-07;2,389E-07;2,071E-07;2,486E-07;2,163E-07;1,4754E-06;-4,773E-07;1,411E-07;2,662E-07;1,523E-07;7,339E-07;4,326E-07;8,64E-08;2,042E-07;7,001E-07;1,525E-07;0,000000179;9,63E-08;1,402E-07;5,695E-07;1,184E-07;6,14E-08;7,24633E-05;;;
US37045XCC83;CPON;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;
US37045XCC83;VMOB;0;0,000000098;3,294E-07;1,154E-07;7,73E-08;1,295E-07;1,312E-07;0,000000313;9,96E-08;8,99E-08;1,084E-07;8,87E-08;3,207E-07;1,382E-07;9,93E-08;1,129E-07;0,000000097;3,425E-07;1,295E-07;1,065E-07;1,025E-07;1,146E-07;2,974E-07;0,000000056;1,289E-07;1,183E-07;1,441E-07;2,938E-07;9,93E-08;9,98E-08;9,83E-08;1,013E-07;2,998E-07;1,005E-07;9,86E-08;1,044E-07;9,81E-08;3,017E-07;8,98E-08;9,78E-08;8,83E-08;0,000000099;0,000000255;0,000000087;0,000000068;0,000000083;9,88E-08;2,474E-07;7,86E-08;4,93E-08;1,304E-07;9,83E-08;3,139E-07;0,000000134;7,11E-08;1,717E-07;1,375E-07;4,335E-07;0,000000126;8,26E-08;8,02E-08;6,43E-08;2,528E-07;0,000000055;1,581E-07;0,000000117;1,523E-07;4,122E-07;1,698E-07;1,002E-07;4,61E-08;5,757E-07;7,55E-08;5,78E-08;1,601E-07;3,804E-07;8,75E-08;1,175E-07;1,138E-07;1,375E-07;0,000000372;7,56E-08;1,035E-07;1,249E-07;4,219E-07;2,21E-08;1,766E-07;1,816E-07;2,143E-07;5,27E-08;5,41E-08;5,21E-08;5,45E-08;1,611E-07;0,000000053;4,72E-08;1,052E-07;1,567E-07;6,06E-08;5,56E-08;4,66E-08;0,000000053;2,112E-07;0,000000047;0,00000005;4,54E-08;1,393E-07;0,000000058;5,06E-08;4,41E-08;4,57E-08;1,654E-07;5,94E-08;3,86E-08;6,23E-08;0,000000058;1,707E-07;6,08E-08;3,49E-08;4,27E-08;6,73E-08;1,703E-07;5,46E-08;4,72E-08;5,62E-08;4,94E-08;0,000000333;-1,082E-07;3,17E-08;6,14E-08;3,48E-08;1,668E-07;9,81E-08;1,94E-08;0,000000047;1,613E-07;3,46E-08;4,14E-08;2,15E-08;3,21E-08;1,268E-07;2,66E-08;1,38E-08;1,75553E-05;;;
US37045XCH70;CPON;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;
US37045XCH70;VMOB;0;2,034E-07;7,221E-07;2,576E-07;1,393E-07;0,000000301;3,052E-07;6,347E-07;0,000000211;2,093E-07;2,118E-07;2,081E-07;6,348E-07;2,212E-07;2,103E-07;2,148E-07;2,093E-07;6,481E-07;2,237E-07;0,000000207;2,121E-07;0,000000218;6,304E-07;1,791E-07;2,263E-07;2,207E-07;2,371E-07;6,516E-07;2,371E-07;2,361E-07;2,119E-07;2,529E-07;6,949E-07;2,342E-07;2,182E-07;2,604E-07;2,143E-07;6,696E-07;1,624E-07;2,091E-07;1,827E-07;2,099E-07;5,093E-07;1,768E-07;9,52E-08;1,624E-07;2,324E-07;5,043E-07;1,539E-07;3,38E-08;3,704E-07;2,128E-07;7,536E-07;3,347E-07;1,042E-07;0,000000482;3,515E-07;1,0666E-06;2,964E-07;1,426E-07;1,358E-07;8,23E-08;4,644E-07;5,85E-08;4,063E-07;2,674E-07;3,688E-07;9,562E-07;4,196E-07;2,096E-07;4,47E-08;1,0612E-06;1,844E-07;1,806E-07;1,953E-07;5,754E-07;1,832E-07;1,904E-07;1,952E-07;2,029E-07;5,822E-07;1,766E-07;1,919E-07;1,981E-07;7,806E-07;1,537E-07;2,285E-07;2,327E-07;8,252E-07;1,791E-07;2,157E-07;1,744E-07;2,195E-07;6,279E-07;2,004E-07;1,314E-07;4,001E-07;5,924E-07;2,493E-07;2,085E-07;1,312E-07;1,891E-07;7,391E-07;1,437E-07;1,677E-07;0,000000136;0,000000475;2,459E-07;1,933E-07;1,489E-07;1,564E-07;0,000000672;2,503E-07;0,000000116;2,682E-07;2,287E-07;6,629E-07;2,437E-07;9,03E-08;1,378E-07;2,816E-07;6,587E-07;2,071E-07;1,655E-07;2,158E-07;0,000000178;1,2886E-06;-4,109E-07;8,91E-08;0,000000247;1,044E-07;2,973E-07;1,976E-07;9,37E-08;9,74E-08;2,964E-07;0,000000089;9,04E-08;8,16E-08;8,43E-08;2,624E-07;8,05E-08;7,18E-08;4,16385E-05;;;
US40429CGD83;CPON;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;
US40429CGD83;VMOB;0;0;0;0;0;0;0;0;;2,589E-07;4,265E-07;3,826E-07;1,1496E-06;3,915E-07;3,833E-07;3,874E-07;3,821E-07;1,1686E-06;3,994E-07;1,3707E-06;3,783E-07;8,893E-07;1,7567E-06;7,919E-07;9,306E-07;9,145E-07;9,665E-07;2,7674E-06;9,891E-07;9,871E-07;9,065E-07;0,000001019;2,8502E-06;9,594E-07;9,053E-07;1,0496E-06;0,000000892;2,7906E-06;7,013E-07;8,631E-07;7,915E-07;8,898E-07;3,0447E-06;0,000000772;4,474E-07;7,013E-07;9,837E-07;2,1438E-06;6,734E-07;2,093E-07;1,4719E-06;8,983E-07;3,1283E-06;1,3882E-06;4,897E-07;1,9424E-06;1,4407E-06;4,4043E-06;1,2648E-06;6,272E-07;6,269E-07;4,121E-07;2,0999E-06;3,121E-07;1,7356E-06;1,094E-07;1,5607E-06;4,0228E-06;1,7674E-06;9,064E-07;2,573E-07;5,4885E-06;6,084E-07;4,334E-07;1,6767E-06;3,7148E-06;7,484E-07;0,000001142;1,0965E-06;1,4076E-06;3,7143E-06;6,446E-07;1,0032E-06;0,000001191;3,8542E-06;-4,1E-09;1,7918E-06;1,8468E-06;4,9479E-06;6,742E-07;1,4143E-06;6,059E-07;1,5008E-06;3,5606E-06;1,0298E-06;-1,417E-07;2,1011E-06;3,0449E-06;1,8531E-06;1,1132E-06;-3,85E-08;8,442E-07;2,3618E-06;3,075E-07;6,509E-07;2,314E-07;1,8214E-06;1,6964E-06;1,0133E-06;0,00000046;6,127E-07;4,2007E-06;1,7332E-06;8,67E-08;1,9418E-06;1,4034E-06;3,9154E-06;1,5841E-06;-1,988E-07;3,587E-07;1,9896E-06;3,8429E-06;1,1401E-06;0,000000685;1,2545E-06;8,393E-07;6,9726E-06;-2,1835E-06;-6,95E-08;1,6295E-06;1,311E-07;0,000003943;1,8996E-06;-6,054E-07;1,0076E-06;3,0327E-06;9,431E-07;9,471E-07;8,637E-07;8,742E-07;2,7185E-06;8,572E-07;7,946E-07;0,000183088;;;
US674599CV59;CPON;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;
US674599CV59;VMOB;0;1,1963E-06;3,9669E-06;1,3914E-06;9,732E-07;1,5353E-06;1,5639E-06;3,8182E-06;1,2217E-06;1,1071E-06;1,3093E-06;0,000001087;3,8302E-06;1,6171E-06;1,1944E-06;1,3427E-06;1,1695E-06;4,0711E-06;1,5352E-06;1,2655E-06;1,2225E-06;1,3631E-06;0,000003579;7,078E-07;1,5203E-06;1,4221E-06;1,7219E-06;4,0335E-06;1,6716E-06;1,6402E-06;1,2391E-06;1,6115E-06;3,6606E-06;1,2336E-06;1,2178E-06;1,2579E-06;1,2237E-06;3,6488E-06;0,000001116;1,1714E-06;1,1255E-06;1,1717E-06;3,2109E-06;1,0837E-06;9,182E-07;1,0217E-06;1,1859E-06;3,1227E-06;1,0072E-06;7,096E-07;1,5123E-06;0,000001157;3,8449E-06;1,5268E-06;9,171E-07;1,9485E-06;1,6259E-06;0,000004993;1,5083E-06;1,0653E-06;1,0437E-06;8,687E-07;0,000003258;7,646E-07;1,8858E-06;1,4508E-06;0,000001773;4,8308E-06;1,9967E-06;1,2281E-06;6,736E-07;6,9733E-06;0,000000952;7,985E-07;1,8968E-06;4,6467E-06;1,1096E-06;1,4451E-06;1,4271E-06;1,7078E-06;0,00000466;9,954E-07;1,3244E-06;1,5084E-06;5,1954E-06;3,591E-07;2,0965E-06;2,1771E-06;6,2827E-06;1,0165E-06;1,7563E-06;9,411E-07;0,00000083;2,5073E-06;8,322E-07;7,852E-07;1,6392E-06;2,4081E-06;8,592E-07;8,222E-07;7,299E-07;7,902E-07;3,1278E-06;7,135E-07;7,444E-07;6,923E-07;2,1225E-06;8,274E-07;7,427E-07;6,735E-07;6,799E-07;0,000002387;8,528E-07;5,963E-07;8,897E-07;8,172E-07;2,4129E-06;0,000000857;5,373E-07;6,245E-07;9,269E-07;2,4111E-06;7,819E-07;6,859E-07;0,000000805;7,196E-07;4,8277E-06;-1,5774E-06;4,885E-07;8,581E-07;5,207E-07;2,3801E-06;1,4187E-06;3,219E-07;6,734E-07;2,2827E-06;5,135E-07;5,971E-07;3,421E-07;4,749E-07;1,8673E-06;4,094E-07;2,337E-07;0,000230623;;;
