CODEISIN;CATV;31/12/2019;02/01/2020;03/01/2020;06/01/2020;07/01/2020;08/01/2020;09/01/2020;10/01/2020;13/01/2020;14/01/2020;15/01/2020;16/01/2020;17/01/2020;20/01/2020;21/01/2020;22/01/2020;23/01/2020;24/01/2020;27/01/2020;28/01/2020;29/01/2020;30/01/2020;31/01/2020;03/02/2020;04/02/2020;05/02/2020;06/02/2020;07/02/2020;10/02/2020;11/02/2020;12/02/2020;13/02/2020;14/02/2020;17/02/2020;18/02/2020;19/02/2020;20/02/2020;21/02/2020;24/02/2020;25/02/2020;26/02/2020;27/02/2020;28/02/2020;02/03/2020;03/03/2020;04/03/2020;05/03/2020;06/03/2020;09/03/2020;10/03/2020;11/03/2020;12/03/2020;13/03/2020;16/03/2020;17/03/2020;18/03/2020;19/03/2020;20/03/2020;23/03/2020;24/03/2020;25/03/2020;26/03/2020;27/03/2020;30/03/2020;31/03/2020;01/04/2020;02/04/2020;03/04/2020;06/04/2020;07/04/2020;08/04/2020;09/04/2020;14/04/2020;15/04/2020;16/04/2020;17/04/2020;20/04/2020;21/04/2020;22/04/2020;23/04/2020;24/04/2020;27/04/2020;28/04/2020;29/04/2020;30/04/2020;04/05/2020;05/05/2020;06/05/2020;07/05/2020;11/05/2020;12/05/2020;13/05/2020;14/05/2020;15/05/2020;18/05/2020;19/05/2020;20/05/2020;22/05/2020;25/05/2020;26/05/2020;27/05/2020;28/05/2020;29/05/2020;02/06/2020;03/06/2020;04/06/2020;05/06/2020;08/06/2020;09/06/2020;10/06/2020;11/06/2020;12/06/2020;15/06/2020;16/06/2020;17/06/2020;18/06/2020;19/06/2020;22/06/2020;23/06/2020;24/06/2020;25/06/2020;26/06/2020;29/06/2020;30/06/2020;01/07/2020;02/07/2020;03/07/2020;06/07/2020;07/07/2020;08/07/2020;09/07/2020;10/07/2020;13/07/2020;15/07/2020;16/07/2020;17/07/2020;20/07/2020;21/07/2020;22/07/2020;23/07/2020;24/07/2020;27/07/2020;28/07/2020;SOM;;-1,04454E-05;-1,04454E-05
XS1086785182;CPON;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;
XS1086785182;VMOB;0;1,3579E-06;4,0737E-06;0,000001358;1,3579E-06;1,3579E-06;1,3484E-06;4,0737E-06;0,000001358;1,3579E-06;1,3484E-06;1,3388E-06;3,9876E-06;1,3293E-06;1,3197E-06;1,3197E-06;1,3197E-06;3,9876E-06;1,3293E-06;1,3101E-06;1,3101E-06;1,3101E-06;3,9589E-06;1,3101E-06;1,3197E-06;1,3388E-06;1,3387E-06;4,0165E-06;1,3293E-06;1,3293E-06;1,3291E-06;1,3293E-06;3,9878E-06;1,3388E-06;1,3293E-06;1,3291E-06;1,3293E-06;3,9017E-06;1,2814E-06;1,2813E-06;1,2814E-06;1,2814E-06;3,7869E-06;1,2622E-06;1,2814E-06;1,2623E-06;1,2814E-06;3,9016E-06;1,3101E-06;1,3101E-06;1,3101E-06;1,3197E-06;4,1598E-06;1,3962E-06;1,3962E-06;1,3962E-06;1,3962E-06;4,2171E-06;1,4249E-06;0,000001444;1,4631E-06;1,4727E-06;4,5327E-06;0,000001511;0,000001511;1,5205E-06;1,5301E-06;4,5327E-06;1,5205E-06;1,4344E-06;1,4536E-06;7,2677E-06;1,4536E-06;1,4726E-06;1,4823E-06;4,4468E-06;1,4823E-06;1,4918E-06;1,5108E-06;0,000001511;4,5042E-06;0,000001511;1,5204E-06;1,5301E-06;6,1968E-06;0,000001549;1,5492E-06;1,5492E-06;6,2351E-06;1,5586E-06;1,5683E-06;1,5683E-06;1,5779E-06;4,7335E-06;1,5875E-06;1,5875E-06;0,000003194;4,8196E-06;1,6161E-06;1,6257E-06;1,6353E-06;1,6448E-06;6,5792E-06;1,6544E-06;1,6544E-06;0,000001664;4,9057E-06;1,6353E-06;1,6353E-06;0,000001664;1,6447E-06;4,9345E-06;1,6448E-06;1,6448E-06;1,6447E-06;1,6735E-06;5,0206E-06;1,6735E-06;1,6735E-06;1,6734E-06;1,6735E-06;5,0206E-06;0,000001664;1,6638E-06;1,6831E-06;1,6831E-06;5,1066E-06;0,000001616;1,6257E-06;0,000001597;0,000001597;0;0;0;0;0;0;0;0;0;0;0;0;0,000279665;;;
XS1098377507;CPON;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;
XS1098377507;VMOB;0;9,9E-09;2,98E-08;9,9E-09;9,9E-09;9,9E-09;9,9E-09;2,98E-08;9,9E-09;9,9E-09;9,9E-09;9,9E-09;2,98E-08;9,9E-09;9,9E-09;9,9E-09;9,9E-09;2,98E-08;9,9E-09;9,9E-09;9,9E-09;9,9E-09;0,00000003;0,00000001;0,00000001;0,00000001;0,00000001;3,01E-08;0,00000001;0,00000001;0,00000001;0,00000001;3,01E-08;0,00000001;0,00000001;0,00000001;0,00000001;3,01E-08;0,00000001;0,00000001;0,00000001;0,00000001;3,01E-08;0,00000001;0,00000001;0,00000001;0,00000001;3,01E-08;0,00000001;0,00000001;0,00000001;0,00000001;3,01E-08;0,00000001;1,15E-08;1,15E-08;1,15E-08;3,44E-08;1,15E-08;1,15E-08;1,15E-08;1,15E-08;3,44E-08;1,15E-08;1,15E-08;1,15E-08;1,15E-08;3,44E-08;1,15E-08;1,15E-08;1,15E-08;5,73E-08;1,15E-08;1,15E-08;1,15E-08;3,44E-08;1,15E-08;1,15E-08;1,15E-08;1,15E-08;3,44E-08;1,15E-08;1,15E-08;1,15E-08;0,000000057;1,52E-08;1,52E-08;1,52E-08;6,07E-08;1,52E-08;1,52E-08;1,52E-08;1,52E-08;4,55E-08;1,52E-08;1,71E-08;3,42E-08;5,12E-08;1,71E-08;1,71E-08;1,71E-08;1,71E-08;6,83E-08;1,71E-08;1,71E-08;1,71E-08;5,12E-08;1,71E-08;1,71E-08;1,71E-08;1,71E-08;5,12E-08;1,71E-08;1,71E-08;1,71E-08;1,71E-08;5,12E-08;1,71E-08;1,71E-08;1,71E-08;1,71E-08;5,12E-08;1,71E-08;1,71E-08;1,71E-08;1,71E-08;5,12E-08;1,71E-08;1,71E-08;1,71E-08;1,71E-08;5,12E-08;3,42E-08;1,71E-08;1,71E-08;5,12E-08;1,52E-08;1,52E-08;1,52E-08;1,52E-08;4,55E-08;1,52E-08;1,52E-08;2,7342E-06;;;
XS1138358699;VMOB;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0,000000273;-9,8E-09;1,3561E-06;1,2019E-06;2,8376E-06;1,0961E-06;1,4367E-06;0,000001282;1,4612E-06;4,1544E-06;1,2262E-06;6,888E-07;1,4534E-06;4,294E-07;3,0151E-06;1,1377E-06;6,752E-07;1,3315E-06;2,565E-07;1,7283E-06;2,857E-07;-5,781E-07;1,0939E-06;0,000001721;2,7573E-06;1,3655E-06;0,000000069;6,494E-07;4,126E-07;1,5162E-06;-5,467E-07;-2,354E-07;8,322E-07;-2,1639E-06;3,7137E-06;0,000002723;-5,526E-07;2,5061E-06;1,2973E-06;4,7617E-06;0,000002788;1,7256E-06;1,5735E-06;1,1255E-06;5,0727E-06;8,217E-07;2,059E-07;9,674E-07;6,5068E-06;1,9416E-06;1,4534E-06;8,588E-07;3,4257E-06;1,3824E-06;2,934E-07;-7,092E-07;2,0597E-06;0,000004275;8,724E-07;1,7152E-06;1,2935E-06;0,000004271;1,906E-07;1,1817E-06;2,2762E-06;4,0489E-06;0,000001482;3,078E-07;-8,278E-07;1,3053E-06;3,6251E-06;-1,1335E-06;6,934E-07;3,0782E-06;2,4658E-06;1,2596E-06;1,5613E-06;1,9497E-06;-6,358E-07;4,2482E-06;3,1209E-06;1,5455E-06;0,000000244;0,000001766;3,4656E-06;2,1068E-06;2,963E-07;8,509E-07;2,3063E-06;9,493E-07;9,136E-07;1,8178E-06;1,2676E-06;1,7414E-06;3,326E-07;1,6921E-06;1,1099E-06;4,051E-07;4,2539E-06;-0,000000482;-2,509E-07;3,4846E-06;2,3684E-06;3,6742E-06;1,5367E-06;-3,647E-07;2,9383E-06;0,000001244;4,3954E-06;2,3423E-06;-0,000002764;1,5573E-06;3,2682E-06;1,3315E-06;3,3021E-06;1,0645E-06;3,058E-07;0,000004231;1,3319E-06;9,624E-07;0,000185319;;;
XS1190663952;CPON;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;
XS1190663952;VMOB;0;0;0;0;0;0;;1,4858E-06;4,952E-07;5,1886E-06;2,1539E-06;2,8003E-06;1,25461E-05;4,1639E-06;4,1636E-06;4,1453E-06;4,1639E-06;0,000016233;5,4109E-06;5,3195E-06;5,3375E-06;5,3378E-06;1,61779E-05;5,3559E-06;5,4112E-06;5,4659E-06;5,4659E-06;1,63981E-05;5,4479E-06;5,4292E-06;5,4479E-06;5,4476E-06;0,000016288;5,4479E-06;5,4476E-06;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,000182176;;;
XS1202846819;VMOB;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;1,571E-07;4,611E-07;1,537E-07;1,571E-07;1,537E-07;4,713E-07;7,941E-07;3,211E-07;0,000000321;0,000000321;3,244E-07;1,0144E-06;3,382E-07;0;3,391E-07;0,000000339;1,0274E-06;3,459E-07;3,493E-07;3,561E-07;3,562E-07;0,000001089;0,000000363;3,664E-07;3,665E-07;3,699E-07;1,0889E-06;3,665E-07;3,459E-07;3,492E-07;1,7466E-06;3,492E-07;3,528E-07;3,562E-07;1,0685E-06;3,561E-07;3,562E-07;3,596E-07;3,629E-07;1,0788E-06;3,596E-07;0,000000363;3,664E-07;1,4795E-06;3,699E-07;3,698E-07;3,699E-07;1,4932E-06;3,732E-07;3,733E-07;3,766E-07;3,767E-07;1,1301E-06;3,802E-07;3,801E-07;7,672E-07;1,1507E-06;3,869E-07;3,904E-07;3,939E-07;3,938E-07;1,5754E-06;3,973E-07;3,972E-07;4,007E-07;1,1815E-06;3,939E-07;3,972E-07;4,007E-07;3,973E-07;1,1918E-06;3,972E-07;3,973E-07;3,972E-07;4,041E-07;1,2123E-06;4,041E-07;0,000000404;4,041E-07;4,041E-07;1,2021E-06;4,006E-07;4,007E-07;4,076E-07;4,075E-07;1,2329E-06;0,000000387;3,904E-07;3,835E-07;0,000000387;1,1712E-06;7,808E-07;3,904E-07;3,905E-07;0,000001161;3,732E-07;3,699E-07;3,596E-07;3,561E-07;1,0993E-06;3,665E-07;3,629E-07;5,51759E-05;;;
XS1205716720;CPON;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;
XS1205716720;VMOB;0;7,203E-07;2,1609E-06;7,138E-07;7,138E-07;7,138E-07;2,723E-07;8,179E-07;2,725E-07;2,725E-07;2,725E-07;2,725E-07;7,982E-07;2,661E-07;0,000000266;0,000000266;0,000000266;7,982E-07;0,000000266;2,596E-07;2,661E-07;0,000000266;7,982E-07;0,000000266;0,000000266;2,725E-07;2,725E-07;8,176E-07;2,661E-07;0,000000266;0,000000266;2,725E-07;7,982E-07;2,725E-07;2,661E-07;2,725E-07;2,725E-07;7,982E-07;2,596E-07;2,596E-07;2,596E-07;2,596E-07;7,593E-07;2,531E-07;2,596E-07;2,531E-07;2,596E-07;7,982E-07;0,000000266;0,000000266;2,661E-07;0,000000266;8,371E-07;0,000000279;2,855E-07;2,855E-07;2,855E-07;2,855E-07;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,43079E-05;;;
XS1211292484;CPON;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;
XS1211292484;VMOB;0;3,28E-08;9,84E-08;3,28E-08;3,28E-08;3,28E-08;3,28E-08;9,84E-08;3,28E-08;3,28E-08;3,28E-08;3,28E-08;9,84E-08;3,28E-08;3,28E-08;3,28E-08;3,28E-08;9,84E-08;3,28E-08;2,87E-08;2,87E-08;2,87E-08;9,84E-08;2,87E-08;3,28E-08;3,28E-08;3,28E-08;9,84E-08;3,28E-08;3,28E-08;3,28E-08;3,28E-08;9,84E-08;3,28E-08;3,28E-08;3,28E-08;3,28E-08;8,61E-08;2,87E-08;2,87E-08;2,87E-08;2,87E-08;8,61E-08;2,87E-08;2,87E-08;2,87E-08;2,87E-08;8,61E-08;2,87E-08;2,87E-08;2,87E-08;3,28E-08;9,84E-08;3,28E-08;3,28E-08;3,28E-08;3,28E-08;9,84E-08;3,28E-08;3,28E-08;3,28E-08;3,28E-08;1,107E-07;3,69E-08;3,69E-08;3,69E-08;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,000002911;;;
XS1300465926;VMOB;0;1,1346E-06;3,4037E-06;1,1271E-06;1,1269E-06;1,1271E-06;1,1271E-06;3,3812E-06;0,000001127;1,1271E-06;1,1271E-06;1,1119E-06;3,3361E-06;1,1046E-06;1,1046E-06;1,1044E-06;1,1046E-06;3,3135E-06;1,1046E-06;1,0894E-06;1,0895E-06;1,0895E-06;3,3135E-06;1,0969E-06;1,1046E-06;1,1196E-06;1,1119E-06;3,3361E-06;1,1121E-06;1,1121E-06;1,1119E-06;1,1121E-06;3,3361E-06;1,1121E-06;1,1119E-06;1,1121E-06;1,1121E-06;3,2459E-06;1,0744E-06;1,0745E-06;0,000001067;1,0744E-06;3,1557E-06;0,000001052;1,0744E-06;0,000001052;0,000001067;3,2459E-06;1,0894E-06;0,000001097;1,0895E-06;1,1044E-06;3,4713E-06;1,1572E-06;1,1722E-06;1,1795E-06;1,1797E-06;3,5164E-06;1,4266E-06;1,2773E-06;1,3751E-06;1,3826E-06;4,2377E-06;0,00000142;1,4201E-06;1,4502E-06;0,00000145;4,3053E-06;1,4427E-06;0,00000136;1,3749E-06;6,8751E-06;1,3749E-06;1,3901E-06;1,3976E-06;4,1926E-06;1,3974E-06;1,4051E-06;1,4201E-06;1,4275E-06;4,2603E-06;1,4277E-06;1,4352E-06;1,4425E-06;5,8307E-06;0,000001465;1,4652E-06;1,4652E-06;5,8605E-06;1,4727E-06;1,4728E-06;1,4801E-06;1,4878E-06;4,4631E-06;1,4953E-06;1,5026E-06;3,0056E-06;4,5533E-06;1,5176E-06;1,5329E-06;1,5404E-06;1,5477E-06;6,1913E-06;1,5479E-06;1,5552E-06;1,5629E-06;4,5984E-06;1,5404E-06;1,5402E-06;1,5629E-06;1,5404E-06;4,6209E-06;1,5477E-06;1,5479E-06;1,5479E-06;1,5702E-06;4,7111E-06;1,5704E-06;1,5704E-06;1,5702E-06;1,5704E-06;4,7111E-06;1,5704E-06;1,5702E-06;1,5854E-06;1,5852E-06;4,8013E-06;1,5177E-06;1,5253E-06;1,4951E-06;1,5103E-06;5,1271E-06;3,1754E-06;1,6606E-06;1,6606E-06;0,000004959;1,5852E-06;1,5779E-06;1,5253E-06;1,5251E-06;4,7111E-06;1,5629E-06;1,5479E-06;0,0002824;;;
XS1382378690;VMOB;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;1,958E-07;2,47E-08;0,000000227;2,512E-07;7,375E-07;2,685E-07;2,127E-07;1,674E-07;1,1171E-06;4,525E-07;0,00000041;6,183E-07;1,7851E-06;4,753E-07;5,401E-07;5,902E-07;6,212E-07;1,7748E-06;4,728E-07;0,000000541;5,791E-07;2,1548E-06;3,162E-07;7,208E-07;7,371E-07;2,4202E-06;4,711E-07;6,489E-07;4,518E-07;6,656E-07;1,7955E-06;5,588E-07;2,522E-07;1,1215E-06;1,6514E-06;7,687E-07;5,809E-07;2,658E-07;5,046E-07;1,4598E-06;3,488E-07;4,463E-07;3,222E-07;1,2577E-06;7,354E-07;5,438E-07;3,754E-07;4,158E-07;1,9804E-06;7,565E-07;2,571E-07;8,217E-07;6,613E-07;1,8968E-06;7,229E-07;1,627E-07;3,349E-07;8,483E-07;1,8786E-06;5,819E-07;4,353E-07;6,209E-07;4,866E-07;3,5666E-06;-1,1409E-06;0,000000177;7,363E-07;0,000000238;1,9032E-06;1,0104E-06;-2,47E-08;4,717E-07;1,7776E-06;2,776E-07;3,918E-07;6,92E-08;2,552E-07;1,3373E-06;0,000000171;-4,39E-08;5,76727E-05;;;
XS1383510259;VMOB;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;3,142E-07;7,86E-08;0,000000082;1,725E-07;3,329E-07;1,263E-07;1,298E-07;1,298E-07;1,298E-07;3,894E-07;1,298E-07;1,298E-07;1,332E-07;5,328E-07;1,332E-07;1,332E-07;1,332E-07;5,328E-07;1,332E-07;1,332E-07;1,366E-07;1,366E-07;4,098E-07;1,366E-07;1,366E-07;2,732E-07;4,201E-07;1,401E-07;0,00000014;0,00000014;1,401E-07;5,601E-07;1,434E-07;1,434E-07;1,435E-07;4,201E-07;0,00000014;0,00000014;1,434E-07;1,401E-07;4,201E-07;1,434E-07;1,434E-07;1,435E-07;1,434E-07;4,303E-07;1,434E-07;1,434E-07;1,435E-07;1,434E-07;4,303E-07;1,434E-07;1,434E-07;1,469E-07;1,468E-07;4,406E-07;0,00000014;1,401E-07;1,366E-07;0,00000014;4,201E-07;2,801E-07;0,00000014;0,00000014;4,201E-07;1,332E-07;1,332E-07;1,264E-07;1,264E-07;3,893E-07;1,298E-07;1,298E-07;1,47677E-05;;;
XS1458408306;VMOB;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;6,99E-08;7,17E-08;2,098E-07;7,16E-08;1,194E-07;7,29E-08;9,72E-08;2,967E-07;1,007E-07;1,007E-07;1,006E-07;1,024E-07;3,018E-07;1,024E-07;9,55E-08;9,72E-08;4,861E-07;9,72E-08;9,89E-08;9,89E-08;2,968E-07;9,89E-08;1,006E-07;1,007E-07;1,006E-07;3,019E-07;0;1,399E-07;1,398E-07;5,686E-07;1,422E-07;1,421E-07;1,422E-07;5,686E-07;1,422E-07;1,445E-07;1,445E-07;1,445E-07;4,335E-07;1,445E-07;1,468E-07;2,936E-07;4,405E-07;1,469E-07;1,491E-07;1,492E-07;1,514E-07;6,059E-07;1,515E-07;1,515E-07;1,538E-07;4,545E-07;1,514E-07;1,515E-07;1,538E-07;1,515E-07;4,545E-07;1,514E-07;1,515E-07;1,515E-07;1,538E-07;4,615E-07;1,538E-07;1,538E-07;1,538E-07;1,539E-07;4,614E-07;1,539E-07;1,539E-07;1,561E-07;1,562E-07;4,684E-07;1,492E-07;1,491E-07;1,469E-07;1,492E-07;4,474E-07;2,983E-07;1,492E-07;1,491E-07;4,475E-07;1,422E-07;1,421E-07;1,375E-07;1,351E-07;4,195E-07;0;8,96E-08;1,72324E-05;;;
XS1492457236;VMOB;0;1,673E-07;5,021E-07;1,673E-07;1,674E-07;1,673E-07;1,673E-07;5,021E-07;1,673E-07;1,674E-07;1,673E-07;1,639E-07;4,918E-07;1,639E-07;0,000000164;1,639E-07;1,639E-07;4,918E-07;0,000000164;1,605E-07;1,605E-07;2,049E-07;0,000000625;0,000000205;2,083E-07;2,117E-07;2,084E-07;6,249E-07;2,084E-07;2,083E-07;2,083E-07;2,084E-07;0,000000625;2,083E-07;2,083E-07;2,083E-07;2,084E-07;6,148E-07;2,015E-07;2,015E-07;2,015E-07;2,015E-07;5,943E-07;1,981E-07;2,015E-07;1,981E-07;2,015E-07;6,148E-07;2,049E-07;2,049E-07;0,000000205;2,083E-07;6,557E-07;2,186E-07;0,000000222;5,639E-07;2,215E-07;1,1885E-06;3,996E-07;4,031E-07;4,098E-07;4,132E-07;1,2705E-06;4,235E-07;4,236E-07;4,269E-07;4,269E-07;1,2705E-06;0,000000427;0,000000403;4,064E-07;2,0322E-06;4,064E-07;4,098E-07;5,571E-07;1,3828E-06;4,851E-07;4,883E-07;4,918E-07;4,953E-07;1,4754E-06;4,952E-07;4,952E-07;4,986E-07;2,0083E-06;5,054E-07;5,054E-07;5,056E-07;2,0218E-06;5,088E-07;5,088E-07;5,124E-07;5,122E-07;1,5472E-06;5,157E-07;5,191E-07;1,0383E-06;1,5676E-06;5,225E-07;5,295E-07;5,327E-07;5,362E-07;2,1448E-06;5,363E-07;5,396E-07;0,000000543;1,5984E-06;5,329E-07;5,362E-07;0,000000543;5,362E-07;1,6086E-06;5,363E-07;5,362E-07;5,362E-07;5,431E-07;0,000001629;5,431E-07;0,000000543;0,000000543;5,431E-07;1,6291E-06;0,000000543;0,000000543;5,498E-07;0,00000055;1,6598E-06;0,000000526;5,293E-07;5,192E-07;5,225E-07;1,5778E-06;1,0519E-06;5,261E-07;5,259E-07;1,5779E-06;5,054E-07;4,986E-07;4,851E-07;4,815E-07;1,4857E-06;4,918E-07;4,885E-07;8,05879E-05;;;
XS1511787407;VMOB;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;3,66E-08;1,83E-08;1,83E-08;1,83E-08;1,83E-08;0,000000055;0;3,14E-08;3,14E-08;1,318E-07;0,000000033;3,29E-08;3,29E-08;1,318E-07;3,29E-08;3,29E-08;0,000000033;3,29E-08;9,88E-08;0,000000033;3,29E-08;6,59E-08;9,88E-08;3,29E-08;3,44E-08;3,45E-08;3,44E-08;1,377E-07;3,44E-08;3,44E-08;3,44E-08;1,033E-07;3,44E-08;3,45E-08;3,44E-08;3,44E-08;1,033E-07;3,44E-08;3,44E-08;3,44E-08;0,000000036;1,078E-07;3,59E-08;0,000000036;3,59E-08;3,59E-08;1,033E-07;3,44E-08;1,056E-07;3,52E-08;7,04E-08;2,156E-07;6,74E-08;6,89E-08;6,74E-08;6,74E-08;2,021E-07;1,347E-07;6,74E-08;6,74E-08;2,021E-07;6,44E-08;6,44E-08;6,29E-08;6,29E-08;1,932E-07;0;2,88E-08;4,1491E-06;;;
XS1549372420;VMOB;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0,000000041;0,000000041;0,000000041;0,000000123;9,75E-08;8,59E-08;7,03E-08;9,97E-08;3,033E-07;1,025E-07;1,024E-07;1,024E-07;1,038E-07;3,033E-07;1,024E-07;9,71E-08;0,000000097;4,849E-07;0,000000097;9,84E-08;9,84E-08;2,992E-07;9,97E-08;9,97E-08;1,011E-07;1,012E-07;3,033E-07;1,011E-07;1,024E-07;1,024E-07;4,153E-07;1,038E-07;1,038E-07;1,038E-07;4,153E-07;1,038E-07;1,052E-07;1,052E-07;1,052E-07;3,196E-07;1,066E-07;1,065E-07;2,131E-07;3,237E-07;1,079E-07;1,094E-07;1,093E-07;1,106E-07;4,426E-07;1,106E-07;1,106E-07;1,121E-07;3,278E-07;1,106E-07;1,106E-07;0,000000112;1,106E-07;0,000000332;1,106E-07;1,106E-07;1,106E-07;0,000000112;3,361E-07;0,000000112;0,000000112;0,000000112;0,000000112;0,000000336;1,121E-07;0,000000112;1,134E-07;1,134E-07;3,443E-07;1,079E-07;1,094E-07;1,065E-07;1,079E-07;3,238E-07;2,158E-07;0,000000108;1,079E-07;3,237E-07;1,038E-07;1,025E-07;9,97E-08;9,97E-08;3,074E-07;1,011E-07;1,011E-07;1,37353E-05;;;
