CODEISIN;CATV;PERF_POS_1M;PERF_POS_3M;PERF_POS_YTD;PERF_POS_DEB;CTRB_POS_1M;CTRB_POS_3M;CTRB_POS_YTD;CTRB_POS_DEB;CTRB_PORT_1M;CTRB_PORT_3M;CTRB_PORT_YTD;CTRB_PORT_DEB;PERF_PORT_1M;PERF_PORT_3M;PERF_PORT_YTD;PERF_PORT_DEB;PNL_PORT_1M;PNL_PORT_3M;PNL_PORT_YTD;PNL_PORT_DEB;CTRB_VENTE_1M;CTRB_VENTE_3M;CTRB_VENTE_YTD;CTRB_VENTE_DEB;PNL_VENTE_1M;PNL_VENTE_3M;PNL_VENTE_YTD;PNL_VENTE_DEB;FRAIS_1M;FRAIS_3M;FRAIS_YTD;FRAIS_DEB;CTRB_FRAIS_1M;CTRB_FRAIS_3M;CTRB_FRAIS_YTD;CTRB_FRAIS_DEB;C_D
XS1014997073;VMOB;0,0000000000;0,0000000000;-0,0018962076;-0,0018962076;0,0000000000;0,0000000000;-0,0000069782;-0,0000069782;0,0000000000;0,0000000000;0,0000065393;0,0000065393;0,0000000000;0,0000000000;0,0017808222;0,0017808222;0,0000000000;0,0000000000;6540,9600000000;6540,9600000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;EUR
XS1038646078;CPON;;;;;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;EUR
XS1038646078;VMOB;-0,0024586939;-0,0094726562;;;-0,0000209272;-0,0000522091;-0,0000667513;-0,0000667513;0,0000269909;0,0000595229;0,0000938667;0,0000938667;0,0031475391;0,0089508201;0,0196756357;0,0196756357;24569,6900000000;52558,6251918024;84120,8463760071;84120,8463760071;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;610,0300000000;1169,5900000000;1169,5900000000;0,0000000000;0,0000006907;0,0000012216;0,0000012216;EUR
XS1040508167;VMOB;-0,0014401351;-0,0016384489;;;-0,0000094288;-0,0000110861;-0,0000091044;-0,0000091044;0,0000142449;0,0000331666;0,0000493567;0,0000493567;0,0019672100;0,0055942600;0,0096516400;0,0096516400;13155,7300000000;29569,6700000000;44323,7800000000;44323,7800000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;450,1100000000;595,3900000000;1179,7700000000;1179,7700000000;0,0000004803;0,0000006504;0,0000012538;0,0000012538;EUR
XS1043535092;CPON;;;;;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;EUR
XS1043535092;VMOB;0,0000000000;0,0000000000;;;0,0000000000;0,0000000000;-0,0000990869;-0,0000990869;0,0000000000;0,0000000000;0,0001114347;0,0001114347;0,0000000000;0,0000000000;0,0087334617;0,0087334617;0,0000000000;0,0000000000;119633,3636207562;119633,3636207562;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;180,0000000000;180,0000000000;0,0000000000;0,0000000000;0,0000001670;0,0000001670;EUR
XS1048568452;CPON;;;;;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;EUR
XS1048568452;VMOB;-0,0056984505;-0,0028866383;;;-0,0001042988;-0,0000604842;-0,0004190029;-0,0004190029;0,0000787789;0,0001987971;0,0003735772;0,0003735772;0,0041643803;0,0118424606;0,0251054152;0,0251054152;71117,2168175625;173331,3414746022;333945,3756548950;333945,3756548950;0,0000181835;0,0000181835;0,0000181835;0,0000181835;132425,9999999960;132425,9999999960;132425,9999999960;132425,9999999960;613,1100000000;1113,3300000000;3134,6500000000;3134,6500000000;0,0000006521;0,0000012210;0,0000030784;0,0000030784;EUR
XS1050547857;VMOB;0,0000000000;0,0004423474;;;0,0000000000;0,0000017454;0,0000259075;0,0000259075;0,0000000000;0,0000007711;0,0000199083;0,0000199083;0,0000000000;0,0001301300;0,0035787640;0,0035787640;0,0000000000;650,6500000000;17893,8200000000;17893,8200000000;0,0000000000;0,0000044216;0,0000044216;0,0000044216;0,0000000000;3799,9999999997;3799,9999999997;3799,9999999997;0,0000000000;754,8200000000;1503,0100000000;1503,0100000000;0,0000000000;0,0000008748;0,0000016339;0,0000016339;EUR
XS1051003538;CPON;;;;;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;EUR
XS1051003538;VMOB;-0,0003870007;0,0015012179;;;-0,0000008663;0,0000033652;-0,0000219461;-0,0000219461;0,0000052244;0,0000154923;0,0000285311;0,0000285311;0,0024109500;0,0068561600;0,0128796450;0,0128796450;4821,9000000000;13712,3200000000;25759,2900000000;25759,2900000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;35,0000000000;35,0000000000;0,0000000000;0,0000000000;0,0000000322;0,0000000322;EUR
XS1086785182;CPON;;;;;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;EUR
XS1086785182;VMOB;0,0000000000;-0,0031401087;-0,0168608367;-0,0168608367;0,0000000000;-0,0000471599;-0,0002481765;-0,0002481765;0,0000000000;0,0000629376;0,0002796499;0,0002796499;0,0000000000;0,0036338799;0,0181694000;0,0181694000;0,0000000000;52327,8700000000;261639,3600000000;261639,3600000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;EUR
XS1098377507;CPON;;;;;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;EUR
XS1098377507;VMOB;0,0004111677;-0,0013314646;-0,0039241138;-0,0039241138;0,0000003331;-0,0000012323;-0,0000033838;-0,0000033838;0,0000003327;0,0000013009;0,0000030876;0,0000030876;0,0004125000;0,0015318684;0,0038539737;0,0038539737;313,5000000000;1164,2200000000;2929,0200000000;2929,0200000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;EUR
XS1138358699;VMOB;-0,0004784307;-0,0002990729;;;-0,0000090593;-0,0000094358;-0,0000861836;-0,0000861836;0,0000624296;0,0001337301;0,0002533608;0,0002533608;0,0032057903;0,0081598569;0,0181211813;0,0181211813;51517,0500000000;107072,4236636219;207402,8836636219;207402,8836636219;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;999,7100000000;2801,2200000000;2801,2200000000;0,0000000000;0,0000011294;0,0000027871;0,0000027871;GBP
XS1190663952;CPON;;;;;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;EUR
XS1190663952;VMOB;0,0000000000;0,0000000000;;;0,0000000000;0,0000000000;-0,0001890319;-0,0001890319;0,0000000000;0,0000000000;0,0001821546;0,0001821546;0,0000000000;0,0000000000;0,0073369571;0,0073369571;0,0000000000;0,0000000000;192191,5654285715;192191,5654285715;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;240,0000000000;240,0000000000;0,0000000000;0,0000000000;0,0000002269;0,0000002269;EUR
XS1202846819;VMOB;0,0019492203;0,0072350902;;;0,0000230453;0,0000757919;-0,0000574211;-0,0000574211;0,0000130737;0,0000361486;0,0000689800;0,0000689800;0,0010958896;0,0031164396;0,0063680896;0,0063680896;12205,4790000000;32410,9790000000;63732,1290000000;63732,1290000000;0,0000088629;0,0000088629;0,0000088629;0,0000088629;65000,0000000006;65000,0000000006;65000,0000000006;65000,0000000006;35,0000000000;35,0000000000;1276,2600000000;1276,2600000000;0,0000000365;0,0000000365;0,0000011481;0,0000011481;EUR
XS1205716720;CPON;;;;;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;EUR
XS1205716720;VMOB;0,0000000000;0,0000000000;-0,0022947221;-0,0022947221;0,0000000000;0,0000000000;-0,0000151303;-0,0000151303;0,0000000000;0,0000000000;0,0000243162;0,0000243162;0,0000000000;0,0000000000;0,0051263699;0,0051263699;0,0000000000;0,0000000000;25448,6316784203;25448,6316784203;0,0000000000;0,0000000000;0,0000106731;0,0000106731;0,0000000000;0,0000000000;35620,1599999992;35620,1599999992;0,0000000000;0,0000000000;95,0000000000;95,0000000000;0,0000000000;0,0000000000;0,0000000905;0,0000000905;EUR
XS1211292484;CPON;;;;;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;EUR
XS1211292484;VMOB;0,0000000000;0,0000000000;-0,0028921911;-0,0028921911;0,0000000000;0,0000000000;-0,0000022433;-0,0000022433;0,0000000000;0,0000000000;0,0000028699;0,0000028699;0,0000000000;0,0000000000;0,0037295125;0,0037295125;0,0000000000;0,0000000000;2983,6100000000;2983,6100000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;EUR
XS1300465926;VMOB;-0,0007994404;-0,0013981824;-0,0186475611;-0,0186475611;-0,0000169471;-0,0000338363;-0,0003096963;-0,0003096963;0,0000510043;0,0001439095;0,0003365324;0,0003365324;0,0024043699;0,0068374299;0,0182581996;0,0182581996;46791,7449474730;126821,3270275600;313651,0641549225;313651,0641549225;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;105,0500000000;355,7700000000;654,7700000000;654,7700000000;0,0000001123;0,0000003949;0,0000006926;0,0000006926;EUR
XS1382378690;VMOB;-0,0013816244;-0,0043294303;;;-0,0000086475;-0,0000137377;-0,0000253433;-0,0000253433;0,0000134405;0,0000422193;0,0000718157;0,0000718157;0,0021248891;0,0061627854;0,0110738973;0,0110738973;14555,4900000000;42215,0800000000;71264,8050219298;71264,8050219298;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;687,1200000000;687,1200000000;0,0000000000;0,0000000000;0,0000007086;0,0000007086;USD
XS1383510259;VMOB;-0,0014781523;-0,0011289839;;;-0,0000056757;-0,0000031900;-0,0000019448;-0,0000019448;0,0000041853;0,0000124311;0,0000192281;0,0000192281;0,0010928993;0,0031079190;0,0049180303;0,0049180303;3886,3500000000;11051,7600000000;17222,1194148936;17222,1194148936;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;367,8500000000;367,8500000000;0,0000000000;0,0000000000;0,0000003739;0,0000003739;EUR
XS1442084122;VMOB;;;;;-0,0000083904;-0,0000083904;-0,0000083904;-0,0000083904;0,0000011181;0,0000011181;0,0000011181;0,0000011181;0,0002443420;0,0002443420;0,0002443420;0,0002443420;1221,7100000000;1221,7100000000;1221,7100000000;1221,7100000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;631,1600000000;631,1600000000;631,1600000000;631,1600000000;0,0000006720;0,0000006720;0,0000006720;0,0000006720;USD
XS1458408306;VMOB;0,0003982477;0,0030446718;;;0,0000023916;0,0000159128;0,0000578082;0,0000578082;0,0000029117;-0,0000010822;-0,0000013051;-0,0000013051;0,0004862304;-0,0002838786;-0,0003209702;-0,0003209702;2722,8900000000;-1589,7200000000;-1940,6933333333;-1940,6933333333;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;818,1100000000;818,1100000000;0,0000000000;0,0000000000;0,0000008031;0,0000008031;EUR
XS1492457236;VMOB;-0,0005991013;0,0000999201;-0,0083225998;-0,0083225998;-0,0000096362;0,0000035110;-0,0001004574;-0,0001004574;0,0000184796;0,0000496576;0,0001000345;0,0001000345;0,0010928998;0,0031079302;0,0082991796;0,0082991796;17180,4009799555;44322,8609799555;92759,9325501237;92759,9325501237;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;596,6100000000;596,6100000000;1837,3100000000;1837,3100000000;0,0000006366;0,0000006366;0,0000018610;0,0000018610;EUR
XS1511787407;VMOB;-0,0003494235;0,0049681337;;;-0,0000014982;0,0000092082;0,0000266913;0,0000266913;0,0000009361;-0,0000019062;-0,0000022344;-0,0000022344;0,0002195600;-0,0002838900;-0,0004663600;-0,0004663600;878,2400000000;-1974,0000000000;-2338,9400000000;-2338,9400000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;293,7100000000;583,9700000000;583,9700000000;0,0000000000;0,0000003440;0,0000006444;0,0000006444;EUR
XS1549372420;VMOB;0,0002503505;0,0026601084;;;0,0000017179;0,0000175616;-0,0000046191;-0,0000046191;0,0000032619;0,0000096954;0,0000172060;0,0000172060;0,0004371600;0,0012431700;0,0022950800;0,0022950800;3060,1200000000;8702,1900000000;15699,4320000000;15699,4320000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;1028,1400000000;1028,1400000000;0,0000000000;0,0000000000;0,0000010000;0,0000010000;EUR
XS1558013014;VMOB;0,0015384769;;;;0,0000046343;0,0000080629;0,0000080629;0,0000080629;0,0000016045;0,0000019747;0,0000019747;0,0000019747;0,0004383500;0,0007936625;0,0007936625;0,0007936625;1501,3621428571;1785,6121428571;1785,6121428571;1785,6121428571;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;587,9200000000;622,9200000000;622,9200000000;622,9200000000;0,0000006191;0,0000006606;0,0000006606;0,0000006606;EUR
XS1573156681;CPON;;;;;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;GBP
XS1573156681;VMOB;0,0000000000;0,0000000000;0,0012014417;0,0012014417;0,0000000000;0,0000000000;0,0000200062;0,0000200062;0,0000000000;0,0000000000;0,0000593797;0,0000593797;0,0000000000;0,0000000000;0,0034973533;0,0034973533;0,0000000000;0,0000000000;52460,3000000000;52460,3000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;GBP
XS1586146851;CPON;;;;;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;EUR
XS1586146851;VMOB;0,0014551833;;;;0,0000216995;0,0000475063;0,0000475063;0,0000475063;0,0000058125;0,0000115380;0,0000115380;0,0000115380;0,0003884400;0,0009337433;0,0009337433;0,0009337433;5438,1600000000;10659,8475000000;10659,8475000000;10659,8475000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;2078,9200000000;2078,9200000000;2078,9200000000;0,0000000000;0,0000024512;0,0000024512;0,0000024512;EUR
XS1590503279;CPON;;;;;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;EUR
XS1590503279;VMOB;0,0017057997;0,0097097198;0,0005011024;0,0005011024;0,0000249275;0,0001467215;0,0000086209;0,0000086209;0,0000024223;0,0000080756;0,0000137363;0,0000137363;0,0001657471;0,0005279471;0,0009356645;0,0009356645;2287,3100000000;7285,6700000000;12912,1700000000;12912,1700000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;EUR
XS1594368539;VMOB;-0,0011467318;0,0084058992;;;-0,0000012362;0,0000088453;0,0000165790;0,0000165790;0,0000001536;0,0000006613;0,0000011423;0,0000011423;0,0001440000;0,0005857300;0,0010278400;0,0010278400;144,0000000000;585,7300000000;1027,8400000000;1027,8400000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;141,0400000000;141,0400000000;0,0000000000;0,0000000000;0,0000001444;0,0000001444;EUR
XS1604200904;VMOB;-0,0003502276;0,0036670518;-0,0030935036;-0,0030935036;-0,0000007752;0,0000078424;0,0000116971;0,0000116971;0,0000001518;0,0000011172;0,0000015854;0,0000015854;0,0000715200;0,0004960000;0,0005416350;0,0005416350;143,0400000000;992,0000000000;1487,5200000000;1487,5200000000;0,0000000000;0,0000000000;0,0000027857;0,0000027857;0,0000000000;0,0000000000;3000,0000000005;3000,0000000005;0,0000000000;0,0000000000;1407,0400000000;1407,0400000000;0,0000000000;0,0000000000;0,0000013312;0,0000013312;EUR
XS1619284372;CPON;;;;;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;EUR
XS1619284372;VMOB;0,0000000000;0,0000000000;0,0001000100;0,0001000100;0,0000000000;0,0000000000;0,0000014689;0,0000014689;0,0000000000;0,0000000000;0,0000056315;0,0000056315;0,0000000000;0,0000000000;0,0003630011;0,0003630011;0,0000000000;0,0000000000;5645,2500000000;5645,2500000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;35,0000000000;35,0000000000;0,0000000000;0,0000000000;0,0000000358;0,0000000358;EUR
XS1622630132;CPON;;;;;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;EUR
XS1622630132;VMOB;0,0010061374;-0,0030562653;;;0,0000181983;-0,0000441373;-0,0000448634;-0,0000448634;0,0000080983;0,0000201611;0,0000204096;0,0000204096;0,0004383595;0,0012465798;0,0013148856;0,0013148856;7650,2500000000;18356,5775807791;18571,8775807791;18571,8775807791;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;2103,1300000000;2569,6700000000;2569,6700000000;0,0000000000;0,0000024215;0,0000029492;0,0000029492;EUR
XS1642546078;CPON;;;;;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;EUR
XS1642546078;VMOB;0,0010041169;0,0088038859;-0,0029005801;-0,0029005801;0,0000073507;0,0000567229;0,0000262985;0,0000262985;0,0000001386;0,0000011440;0,0000023321;0,0000023321;0,0000186700;0,0001435057;0,0003243097;0,0003243097;130,6900000000;1004,5400000000;2206,2200000000;2206,2200000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;288,2600000000;288,2600000000;0,0000000000;0,0000000000;0,0000002983;0,0000002983;EUR
XS1664643746;CPON;;;;;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;EUR
XS1664643746;VMOB;0,0007019655;0,0022095009;-0,0027980414;-0,0027980414;0,0000101016;0,0000265010;-0,0000410348;-0,0000410348;0,0000018406;0,0000079316;0,0000134347;0,0000134347;0,0001263908;0,0005164409;0,0009658373;0,0009658373;1739,3900000000;7107,2600000000;12459,1687125476;12459,1687125476;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;518,8500000000;518,8500000000;0,0000000000;0,0000000000;0,0000005177;0,0000005177;EUR
XS1729872652;VMOB;0,0046146502;0,0291241035;;;0,0000092399;0,0000593676;-0,0000690568;-0,0000690568;0,0000001435;0,0000004227;0,0000004227;0,0000004227;0,0000711100;0,0002022200;0,0002022200;0,0002022200;142,2200000000;404,4400000000;404,4400000000;404,4400000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;289,5400000000;289,5400000000;0,0000000000;0,0000000000;0,0000002615;0,0000002615;EUR
XS1753030490;VMOB;0,0031332120;0,0125484595;-0,0054113639;-0,0054113639;0,0000345822;0,0001417826;-0,0000466761;-0,0000466761;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;EUR
XS1757442071;VMOB;-0,0005517380;0,0044359310;;;-0,0000023658;0,0000104276;0,0000163715;0,0000163715;0,0000001773;-0,0000016216;-0,0000013889;-0,0000013889;0,0000417700;-0,0002838900;-0,0001886450;-0,0001886450;167,0800000000;-1644,0600000000;-1453,5700000000;-1453,5700000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;291,8800000000;579,8400000000;579,8400000000;0,0000000000;0,0000003427;0,0000006528;0,0000006528;EUR
XS1821814800;CPON;;;;;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;0,0000000000;EUR
